Equipment Type_Centrifugal,Equipment Type_Exhaust,Location_Plant B,Location_Plant C,vibration_total,Sound (dB),Vibration_Y,Humidity (%),RPM,Temperature (°C),Current (A),Vibration_Z,Pressure (bar),Vibration_X,Imbalance
0.0,1.0,1.0,0.0,41.25,1.68,0.175,0.523,0.665,6.7,74.55,65.42,5.42,0.8639322890134389,0
0.0,0.0,1.0,0.0,61.15,1.38,-0.001,0.341,0.567,6.85,74.69,66.9,4.78,0.66164265279681,0
0.0,0.0,0.0,0.0,58.4,1.58,0.559,0.315,0.536,7.85,73.78,71.6,6.87,0.8360633947255436,0
0.0,1.0,0.0,0.0,66.71,1.43,0.528,0.41,0.309,6.87,69.33,65.96,3.44,0.7364543434592534,0
1.0,0.0,0.0,0.0,62.13,1.5,0.443,0.515,0.382,4.22,67.39,63.88,2.78,0.7793574276286843,0
0.0,1.0,0.0,1.0,52.48,1.4,0.479,0.739,0.749,3.2,66.26,66.24,4.27,1.1560981792218168,0
0.0,1.0,0.0,0.0,56.81,1.45,1.12,0.232,0.49,7.93,62.46,64.15,5.71,1.2443166799492806,0
0.0,1.0,0.0,1.0,52.04,1.56,0.448,0.436,0.575,4.7,74.96,63.33,3.94,0.849367411665882,0
0.0,0.0,1.0,0.0,70.76,1.2,0.602,0.529,0.477,4.56,69.13,59.93,4.02,0.9326167487237187,1
0.0,1.0,1.0,0.0,60.21,1.2,0.37,0.133,0.263,7.53,63.77,68.35,5.95,0.47303065439778846,0
0.0,0.0,0.0,0.0,79.01,1.08,0.559,0.333,0.687,5.93,65.87,65.16,5.46,0.9462235465258726,0
1.0,0.0,0.0,0.0,59.39,1.02,0.452,0.364,0.601,4.07,65.67,72.83,5.38,0.8354645414378757,0
0.0,0.0,1.0,0.0,52.92,1.13,0.418,0.341,0.961,7.45,70.22,60.76,5.78,1.102055352511842,0
1.0,0.0,1.0,0.0,44.86,1.55,0.864,0.538,0.297,7.97,75.34,65.29,4.57,1.0602589306391152,0
1.0,0.0,1.0,0.0,41.97,1.23,0.735,0.468,0.665,3.43,68.26,77.06,4.62,1.0961176944105957,0
1.0,0.0,1.0,0.0,44.16,1.65,0.527,0.389,0.238,7.31,58.74,63.3,5.81,0.6969174987041149,0
0.0,0.0,0.0,0.0,62.67,1.51,0.039,0.586,0.531,4.95,69.05,66.82,3.66,0.791756275630323,0
0.0,1.0,0.0,1.0,65.09,0.91,0.428,0.845,0.695,5.62,69.22,61.92,2.86,1.1748336052394823,0
0.0,0.0,1.0,0.0,44.19,1.7,1.041,0.828,0.086,7.57,68.88,61.26,4.57,1.332914475876078,0
1.0,0.0,1.0,0.0,68.95,1.74,0.454,0.115,0.459,7.87,66.86,75.74,5.93,0.6557606270583802,0
0.0,1.0,0.0,1.0,55.17,1.2,0.721,0.615,0.387,4.31,71.09,68.86,5.26,1.0236381196497129,0
0.0,0.0,0.0,0.0,61.47,1.63,0.788,0.464,0.36,4.06,70.33,68.67,5.86,0.9827715909609923,0
1.0,0.0,0.0,1.0,76.12,1.24,0.544,0.531,0.577,3.4,69.88,59.52,2.98,0.9543720448546259,0
1.0,0.0,0.0,0.0,68.97,1.53,0.332,0.42,0.724,5.81,72.06,69.79,5.32,0.9004443347592342,0
0.0,1.0,0.0,0.0,57.31,1.12,0.013,0.524,0.473,3.07,67.85,73.79,5.65,0.7060269116683867,0
0.0,0.0,0.0,0.0,51.09,0.96,0.637,0.53,0.541,5.06,67.57,73.75,3.65,0.9896211396286965,0
0.0,1.0,0.0,0.0,38.48,1.39,0.337,0.384,0.523,3.37,76.9,71.34,5.86,0.7311319990261677,0
0.0,1.0,0.0,0.0,52.81,1.46,0.535,0.321,0.5,5.03,72.8,62.35,4.89,0.7995411183922938,0
0.0,1.0,1.0,0.0,57.89,1.38,0.25,0.41,0.282,3.2,74.13,69.57,8.07,0.5568877804369565,0
0.0,1.0,0.0,0.0,50.13,1.14,0.447,0.547,0.722,7.18,76.13,71.34,2.82,1.0100999950499951,0
0.0,0.0,1.0,0.0,58.69,1.38,0.507,0.62,0.559,4.05,72.63,59.03,6.37,0.9766934012268129,0
0.0,1.0,0.0,0.0,60.77,1.58,0.554,0.671,0.579,4.64,74.64,62.39,4.61,1.0451784536623399,0
1.0,0.0,1.0,0.0,57.75,1.49,0.277,0.401,0.339,7.35,62.1,72.44,3.38,0.5936758374736166,0
1.0,0.0,0.0,1.0,53.5,1.55,0.739,0.557,0.408,6.73,71.02,72.38,4.47,1.0113525596941948,0
1.0,0.0,0.0,1.0,61.69,1.3,0.381,0.693,0.465,4.1,69.09,60.26,5.28,0.9174066710025603,0
0.0,1.0,1.0,0.0,64.42,1.85,0.165,0.733,0.193,3.36,78.39,71.98,6.04,0.7757338461096048,0
1.0,0.0,0.0,0.0,49.1,1.15,0.478,0.488,0.162,6.58,74.64,68.48,6.72,0.702048431377779,0
0.0,0.0,1.0,0.0,74.11,1.65,0.507,0.456,0.38,4.95,66.85,71.91,6.42,0.7806311548996748,0
0.0,1.0,1.0,0.0,59.01,1.85,0.532,0.538,0.605,6.83,71.86,64.83,4.03,0.9687584838338191,0
0.0,1.0,0.0,0.0,60.19,1.64,0.772,0.27,0.369,5.23,70.84,71.23,6.13,0.8972429994154315,0
0.0,1.0,0.0,1.0,67.08,1.44,0.453,0.461,0.296,4.73,72.27,72.22,5.39,0.710876923243398,0
0.0,0.0,1.0,0.0,62.33,1.34,0.476,0.649,0.337,5.26,64.91,66.24,4.35,0.8725514311489038,0
0.0,1.0,0.0,1.0,69.53,1.81,0.279,0.628,0.409,6.74,71.8,68.09,4.79,0.7996911903978935,0
0.0,1.0,0.0,1.0,62.87,1.07,0.664,0.446,0.429,7.51,68.86,64.76,4.29,0.9076634838969783,0
1.0,0.0,0.0,1.0,53.88,1.21,0.537,0.544,0.933,3.25,71.41,76.26,5.04,1.206148415411636,0
1.0,0.0,1.0,0.0,63.62,1.38,0.416,0.335,0.711,5.62,66.38,67.4,4.27,0.8892704875345858,0
0.0,1.0,1.0,0.0,48.56,1.87,0.119,0.641,0.705,3.16,67.07,63.39,3.97,0.9602431983617483,0
0.0,0.0,0.0,0.0,61.09,1.61,0.789,0.484,0.734,5.34,75.87,64.42,5.48,1.1813267964454206,1
1.0,0.0,0.0,0.0,59.67,1.21,0.254,0.445,0.3,7.43,64.74,68.63,5.63,0.5937516315767056,0
0.0,1.0,1.0,0.0,57.92,1.41,0.382,0.428,0.256,4.81,65.11,71.77,4.81,0.6282069722631228,0
1.0,0.0,0.0,0.0,58.71,1.32,0.572,0.487,0.279,7.66,69.74,61.32,6.37,0.8013700768059661,0
1.0,0.0,0.0,1.0,41.18,1.29,0.261,0.41,0.767,6.15,66.14,77.24,4.74,0.9080253300431658,0
0.0,0.0,0.0,1.0,54.51,1.79,0.201,0.632,0.391,7.67,65.57,69.54,4.7,0.7698740156674987,0
0.0,1.0,1.0,0.0,60.93,1.09,0.075,0.421,0.25,6.79,70.53,70.33,5.66,0.4953443246873835,0
1.0,0.0,0.0,1.0,61.6,1.98,0.644,0.819,0.414,3.52,62.47,67.51,4.87,1.1211123940087362,0
0.0,1.0,1.0,0.0,49.72,1.75,0.391,0.793,0.452,4.16,64.96,68.1,5.08,0.9929924471011853,0
0.0,0.0,1.0,0.0,72.66,1.83,1.085,0.322,0.554,4.97,80.27,67.26,2.48,1.2600892825510421,0
0.0,0.0,1.0,0.0,51.34,1.36,0.301,0.514,0.55,3.85,72.3,73.09,5.02,0.8107385521855982,0
1.0,0.0,0.0,1.0,69.69,1.46,0.316,0.37,0.334,5.47,66.27,67.96,3.17,0.5901796336709697,0
0.0,0.0,1.0,0.0,64.27,1.07,0.387,0.435,0.637,5.36,72.09,71.84,3.78,0.862996523747344,0
1.0,0.0,1.0,0.0,53.54,1.34,0.549,0.9,0.372,7.78,72.84,65.83,3.66,1.1179378336920172,0
0.0,1.0,0.0,0.0,77.75,1.65,0.406,0.438,0.469,5.17,74.97,68.98,3.96,0.759368816847255,1
1.0,0.0,0.0,1.0,48.06,1.89,0.622,0.572,0.637,6.93,69.36,63.98,4.45,1.0582235113623208,1
1.0,0.0,1.0,0.0,69.19,1.17,0.304,0.608,0.372,7.71,74.88,74.08,4.51,0.774896122070565,0
0.0,0.0,0.0,0.0,70.01,1.39,0.224,0.3,0.386,7.38,59.81,63.83,5.66,0.5377471524796761,0
0.0,1.0,1.0,0.0,53.29,1.45,0.14,0.329,0.618,4.04,64.72,66.38,5.22,0.7139782909864977,0
0.0,1.0,0.0,1.0,73.92,1.08,0.055,0.259,0.328,5.48,70.82,66.43,3.1,0.4215329168641519,0
1.0,0.0,0.0,0.0,57.5,1.68,0.396,0.323,0.423,4.74,71.65,66.23,5.08,0.6633807353247454,0
0.0,1.0,0.0,0.0,62.89,1.28,0.44,-0.07,0.611,5.0,65.44,71.61,5.32,0.7561884685711624,0
0.0,1.0,1.0,0.0,62.6,1.44,0.374,0.609,0.911,4.8,71.3,66.42,4.67,1.157876504641147,0
1.0,0.0,1.0,0.0,58.66,1.36,0.749,0.911,0.621,7.13,66.88,74.97,4.94,1.332877713820739,0
1.0,0.0,0.0,1.0,68.11,1.26,0.746,0.53,0.595,5.26,68.62,63.91,5.19,1.0915314929034343,0
0.0,1.0,0.0,1.0,67.93,1.5,0.433,0.217,0.606,5.62,75.12,68.85,5.76,0.7757667175124233,0
1.0,0.0,1.0,0.0,42.51,1.44,0.141,0.371,0.285,7.91,74.54,64.12,3.43,0.48861743726559737,0
0.0,0.0,0.0,0.0,73.04,1.39,0.387,0.408,0.523,3.3,65.01,70.1,4.76,0.767959634355869,0
0.0,1.0,0.0,1.0,43.38,1.28,0.38,0.296,0.494,5.44,64.71,67.92,6.51,0.6899652165145719,0
1.0,0.0,0.0,1.0,70.33,1.6,0.369,0.672,0.564,6.87,67.94,67.22,6.42,0.9517567966660391,1
0.0,1.0,0.0,0.0,71.27,2.0,0.36,0.662,0.523,3.76,69.87,73.94,5.85,0.9172638660712631,0
0.0,1.0,1.0,0.0,49.09,1.54,0.369,0.269,0.576,6.06,66.71,64.73,5.54,0.7350496581864384,0
0.0,0.0,0.0,1.0,55.89,1.8,0.423,0.645,0.438,4.2,75.2,70.93,6.65,0.8870163470872451,0
0.0,0.0,0.0,0.0,48.94,1.08,0.373,0.805,0.512,7.34,71.74,64.16,6.92,1.024352478397939,0
0.0,1.0,0.0,1.0,57.85,1.55,0.542,0.881,0.254,4.64,72.03,68.56,4.87,1.065101403623148,0
0.0,0.0,0.0,0.0,56.92,1.17,0.572,1.073,0.436,4.65,63.67,62.02,4.03,1.291746492157033,0
1.0,0.0,0.0,1.0,67.8,1.06,0.318,0.32,0.778,5.99,75.84,64.69,4.73,0.8993375339659744,0
0.0,1.0,1.0,0.0,73.1,1.28,0.754,1.065,0.564,3.92,55.9,67.59,8.1,1.4215614654315865,0
0.0,0.0,0.0,0.0,73.96,1.86,0.304,0.429,0.496,4.42,74.17,77.07,3.43,0.7228229382082447,0
0.0,1.0,0.0,1.0,54.38,1.79,0.176,0.382,0.879,5.08,74.67,68.5,4.53,0.9744439440008851,0
0.0,1.0,0.0,1.0,57.91,1.57,0.576,0.565,0.228,4.77,67.84,76.27,3.59,0.8384420075354049,0
1.0,0.0,0.0,0.0,43.17,1.04,0.337,0.384,0.278,5.62,76.36,69.1,5.12,0.5816433615197547,0
1.0,0.0,0.0,0.0,51.94,1.44,0.564,0.58,0.843,6.0,69.68,66.06,3.8,1.1683941971783325,0
1.0,0.0,1.0,0.0,69.65,1.59,0.019,0.236,0.509,5.83,70.31,75.7,4.89,0.5613715347254437,0
0.0,0.0,0.0,0.0,76.16,1.55,0.778,0.452,0.451,6.27,71.7,70.19,3.05,1.0064735465972268,0
0.0,0.0,0.0,1.0,47.66,0.95,0.634,0.757,0.26,4.54,85.93,64.79,5.62,1.021080310259678,0
0.0,0.0,1.0,0.0,54.08,1.23,0.2,0.489,0.59,3.63,76.72,70.35,6.22,0.7919728530701037,0
1.0,0.0,0.0,0.0,59.74,1.48,0.204,0.528,0.609,6.8,73.51,66.54,4.62,0.8314331001349418,0
0.0,1.0,0.0,1.0,62.8,1.66,0.834,0.595,0.281,7.25,65.44,58.05,4.86,1.0623285744062427,0
1.0,0.0,0.0,0.0,51.9,0.84,0.353,0.734,0.472,4.29,70.72,72.68,4.84,0.9413548746354905,0
0.0,0.0,0.0,1.0,64.24,1.45,0.333,0.169,0.433,5.04,65.93,73.47,5.18,0.5717857990541563,0
0.0,0.0,0.0,1.0,55.26,1.54,0.047,0.617,0.551,5.49,74.11,77.19,4.96,0.8285523519971445,0
0.0,0.0,1.0,0.0,59.86,1.75,0.43,0.446,0.276,5.67,70.7,70.11,5.77,0.6782271006086383,0
1.0,0.0,1.0,0.0,65.46,1.71,0.454,0.533,0.75,6.3,64.38,66.76,6.23,1.0260141324562737,0
0.0,0.0,0.0,0.0,60.06,1.67,0.643,0.712,0.683,3.21,70.41,72.17,4.19,1.1776595433316033,0
1.0,0.0,1.0,0.0,55.64,1.26,0.22,0.261,0.427,6.61,65.75,72.25,4.69,0.5466717479438644,1
0.0,1.0,0.0,0.0,58.9,0.93,0.196,0.297,0.457,3.31,70.76,76.19,5.9,0.5792011740319593,0
1.0,0.0,1.0,0.0,59.12,1.38,0.59,0.113,0.473,5.34,65.7,67.78,3.58,0.7645900862553738,0
0.0,0.0,1.0,0.0,56.3,1.8,0.701,0.39,0.344,7.14,70.14,67.17,3.03,0.8728327445736668,0
0.0,1.0,0.0,0.0,57.41,1.92,0.186,0.766,0.411,5.26,73.75,64.42,5.23,0.888973002964657,0
0.0,0.0,1.0,0.0,75.99,1.71,0.716,0.476,0.446,3.75,69.73,70.69,5.5,0.9685804045096101,0
0.0,1.0,1.0,0.0,65.61,1.63,0.508,0.232,0.823,7.93,68.05,60.26,4.28,0.9945938869709586,0
0.0,0.0,1.0,0.0,57.05,1.61,0.718,0.403,0.689,7.45,71.02,71.88,4.42,1.073617250233993,0
1.0,0.0,1.0,0.0,66.97,1.33,0.486,0.202,0.687,6.86,73.49,70.94,4.24,0.8654299509492378,0
0.0,0.0,0.0,0.0,56.66,1.46,-0.004,0.275,0.574,5.06,64.46,70.93,4.13,0.6364880203114588,0
1.0,0.0,0.0,1.0,71.73,2.0,0.47,0.578,0.277,3.92,71.3,68.69,5.69,0.7948037493620673,0
1.0,0.0,0.0,0.0,63.7,1.22,0.712,0.265,0.492,7.71,76.59,75.66,3.82,0.9051149098318952,0
0.0,1.0,0.0,0.0,58.93,1.98,0.321,0.723,0.694,5.66,72.87,72.36,4.73,1.052333597296979,0
1.0,0.0,0.0,0.0,64.48,1.4,0.422,0.486,0.248,7.26,70.29,64.96,4.09,0.689770976484224,0
1.0,0.0,1.0,0.0,44.29,1.9,0.465,0.517,0.627,4.71,73.2,65.05,3.54,0.9362921552592439,1
1.0,0.0,1.0,0.0,48.73,1.08,-0.08,0.444,0.965,4.68,72.26,63.6,5.87,1.0652516134697942,0
0.0,1.0,0.0,1.0,48.06,1.68,0.834,0.655,0.712,7.93,73.77,70.76,4.48,1.2773116299478369,0
0.0,0.0,1.0,0.0,61.43,1.28,0.32,0.657,0.783,5.61,59.88,63.0,5.19,1.0710452838232378,0
0.0,0.0,0.0,1.0,77.33,1.08,0.601,0.567,0.544,3.7,62.23,73.42,3.49,0.9892552754471416,0
1.0,0.0,0.0,1.0,82.31,1.57,0.483,0.613,0.694,4.1,75.02,74.61,4.26,1.044362963724777,0
1.0,0.0,1.0,0.0,66.38,1.8,0.752,0.458,0.356,5.41,62.47,63.6,5.76,0.9497389114909424,0
0.0,0.0,0.0,1.0,65.01,1.25,0.581,0.608,0.659,3.21,72.01,67.07,7.59,1.0684128415551735,0
1.0,0.0,0.0,0.0,41.99,1.05,0.453,0.432,0.631,5.31,68.24,68.08,3.02,0.8888160664614473,0
0.0,0.0,0.0,0.0,54.57,1.47,0.321,0.5,0.558,5.09,65.02,72.42,4.8,0.8151104219674781,0
0.0,1.0,0.0,0.0,52.12,1.47,0.66,0.445,0.763,6.9,71.75,76.05,5.41,1.102630491143792,0
1.0,0.0,0.0,1.0,53.79,1.66,0.125,0.409,0.392,4.77,71.01,59.57,4.38,0.580146533213808,0
1.0,0.0,0.0,1.0,58.32,1.78,0.629,0.362,0.463,7.91,80.55,66.41,5.85,0.8608449337714662,0
0.0,0.0,0.0,0.0,55.28,1.48,0.28,0.594,0.519,3.9,66.88,66.67,4.13,0.8370167262366983,0
0.0,0.0,1.0,0.0,40.21,2.06,0.75,0.762,0.294,5.95,77.2,61.0,5.15,1.1088642838508236,0
0.0,1.0,0.0,0.0,67.48,1.57,0.532,0.734,0.545,3.45,71.76,65.57,4.48,1.0577357893160277,0
1.0,0.0,1.0,0.0,49.27,1.4,0.629,0.249,0.156,6.67,66.69,70.14,6.22,0.6942463539695402,0
0.0,0.0,1.0,0.0,62.39,1.02,0.516,0.758,0.709,7.97,74.0,66.61,4.32,1.159094905518957,0
0.0,1.0,0.0,1.0,80.74,1.42,0.15,0.436,0.509,7.1,72.83,60.28,4.65,0.6867874489243379,0
0.0,0.0,0.0,1.0,50.81,1.4,0.328,0.62,0.396,5.78,70.18,82.37,5.95,0.8054812226240907,0
0.0,0.0,1.0,0.0,34.7,1.79,0.634,0.319,0.333,5.42,71.33,69.33,3.97,0.7839681115963838,0
0.0,1.0,1.0,0.0,57.14,1.64,0.533,0.528,0.453,7.18,67.02,68.56,5.07,0.8764028753946441,0
0.0,1.0,1.0,0.0,71.01,1.15,0.736,0.563,0.638,7.68,65.87,62.51,3.18,1.1250373327138972,0
0.0,1.0,0.0,1.0,79.58,1.55,0.581,0.203,0.61,7.95,73.8,69.3,3.91,0.8665275529375854,0
0.0,1.0,0.0,0.0,47.7,1.7,0.307,0.622,0.359,4.98,68.88,67.18,5.38,0.7810339301208368,0
0.0,1.0,1.0,0.0,64.97,1.96,0.341,0.769,0.331,7.95,69.6,58.56,4.01,0.903992809705918,0
0.0,1.0,0.0,1.0,55.35,1.77,0.521,0.465,0.631,3.78,71.4,62.65,4.46,0.9411838290153524,0
1.0,0.0,0.0,0.0,58.94,1.73,0.037,0.772,0.356,4.27,71.33,71.97,5.49,0.8509341925201972,0
0.0,1.0,0.0,1.0,86.44,1.52,0.835,0.462,0.512,3.45,62.85,77.72,4.42,1.0829649117122861,0
1.0,0.0,0.0,0.0,44.97,1.62,0.588,0.67,0.525,4.36,76.43,69.84,5.82,1.0345380611654653,0
0.0,0.0,0.0,1.0,62.54,1.87,0.745,0.056,0.562,6.84,70.61,73.52,5.22,0.9348823455387315,0
0.0,0.0,0.0,0.0,64.68,1.1,0.184,0.984,0.672,7.26,68.99,67.22,5.44,1.205693161629442,0
0.0,1.0,1.0,0.0,70.86,1.4,0.749,0.799,0.247,6.89,72.15,67.57,6.24,1.122680275056082,0
0.0,0.0,0.0,1.0,60.98,1.27,0.946,0.443,0.118,6.16,71.18,73.45,5.32,1.0512321342120399,0
0.0,1.0,0.0,0.0,63.08,1.61,0.236,0.106,0.387,5.57,73.84,76.31,6.54,0.4655115465807481,0
0.0,1.0,0.0,0.0,56.08,1.87,0.654,0.558,0.86,6.54,72.69,74.51,5.91,1.2160098683810097,0
1.0,0.0,0.0,0.0,62.69,1.32,0.5,0.211,0.904,4.95,73.59,62.67,4.48,1.0543893967600395,0
0.0,0.0,1.0,0.0,56.57,0.78,0.191,0.589,0.866,7.21,76.75,67.67,6.29,1.064592879931103,0
0.0,1.0,0.0,1.0,66.22,1.38,0.599,0.582,0.461,6.39,74.42,69.39,5.26,0.9539633116635041,0
0.0,0.0,0.0,0.0,56.3,1.77,0.667,0.312,0.144,6.49,69.2,66.7,4.61,0.7503126015201931,0
1.0,0.0,1.0,0.0,63.77,1.66,0.38,0.724,0.031,5.68,64.39,69.94,5.28,0.8182524060459584,0
0.0,0.0,1.0,0.0,59.71,1.63,0.733,0.661,0.377,7.43,78.34,72.1,6.11,1.056569448734914,0
1.0,0.0,1.0,0.0,71.26,1.42,0.167,0.695,0.46,4.26,68.81,73.01,5.46,0.8500082352542239,0
1.0,0.0,1.0,0.0,59.49,1.12,0.201,0.502,0.76,4.91,67.63,76.43,6.82,0.9327405855863676,0
1.0,0.0,1.0,0.0,42.27,1.65,0.527,0.217,0.674,6.89,61.32,66.35,6.09,0.8826630161052406,0
0.0,1.0,1.0,0.0,72.62,1.25,0.505,0.696,0.545,5.46,71.69,61.18,5.52,1.0180697422082634,0
0.0,1.0,1.0,0.0,50.94,2.16,0.357,0.446,0.322,7.45,70.74,69.79,3.97,0.6557812135156054,0
0.0,0.0,0.0,1.0,53.46,1.67,0.662,0.222,0.308,4.73,62.42,77.42,4.82,0.7631461196913734,0
0.0,1.0,0.0,1.0,54.04,1.33,0.606,0.77,0.551,4.85,72.27,65.62,5.07,1.1241605757186115,0
0.0,1.0,1.0,0.0,73.74,1.32,0.672,0.92,0.639,7.44,67.51,71.43,5.7,1.3062561004642237,0
0.0,0.0,0.0,0.0,38.64,1.47,0.475,0.492,0.578,5.32,83.45,71.48,5.64,0.8954177795867133,0
1.0,0.0,0.0,0.0,91.38,1.43,0.621,0.932,0.293,5.58,67.15,68.96,5.17,1.157632929732046,0
1.0,0.0,0.0,0.0,70.56,1.84,0.411,0.518,0.63,4.66,67.82,68.03,5.12,0.9133153891181294,0
0.0,0.0,1.0,0.0,62.23,1.56,0.911,0.424,0.585,4.38,65.63,63.38,5.72,1.1627218067964495,0
0.0,1.0,0.0,0.0,59.45,1.28,0.337,0.374,0.286,6.28,76.39,56.59,4.14,0.579,0
0.0,0.0,0.0,1.0,62.86,2.07,0.921,0.827,0.343,3.6,68.14,62.44,6.7,1.2844528017798085,0
0.0,0.0,0.0,1.0,65.21,1.51,0.507,0.344,0.638,7.4,66.38,66.05,2.95,0.8845501681645875,0
0.0,1.0,0.0,1.0,66.45,1.73,0.225,0.647,0.453,6.9,73.53,73.49,6.46,0.8212447868936521,0
0.0,0.0,0.0,1.0,65.56,1.32,0.774,0.388,0.818,3.95,63.1,67.48,4.95,1.1911104063016158,1
0.0,1.0,1.0,0.0,60.9,1.61,0.525,0.408,0.6,6.47,73.13,65.4,6.0,0.8955942161492558,0
0.0,1.0,0.0,1.0,58.03,1.59,0.67,0.706,0.403,6.01,78.91,63.55,5.36,1.0534443506896793,0
0.0,0.0,0.0,0.0,58.49,0.93,0.745,0.424,0.498,3.92,72.83,71.28,5.35,0.9913652202896771,0
1.0,0.0,0.0,0.0,58.05,2.1,0.568,0.419,0.513,4.37,73.19,74.79,5.55,0.8725560153938542,0
0.0,1.0,0.0,1.0,71.34,1.89,0.382,0.727,0.354,5.04,74.35,73.32,5.81,0.8942980487510861,0
1.0,0.0,0.0,1.0,65.94,1.38,0.695,0.819,0.317,6.5,78.55,71.03,4.67,1.1199441950383062,0
0.0,1.0,0.0,1.0,30.6,1.17,0.5,0.629,0.64,6.19,76.05,60.62,6.03,1.0272492394740431,0
1.0,0.0,0.0,0.0,66.56,1.6,0.637,0.369,0.669,5.66,72.2,66.24,3.92,0.9947316220971364,0
0.0,0.0,0.0,0.0,61.95,1.53,0.069,0.398,0.621,6.84,74.52,77.74,4.99,0.7408144167063705,0
0.0,1.0,0.0,1.0,59.81,1.61,0.589,0.516,0.803,6.79,65.57,73.61,5.84,1.1215997503566055,0
0.0,0.0,0.0,0.0,56.11,1.56,0.372,0.564,0.392,6.09,73.88,60.31,6.0,0.7811171487043412,0
0.0,0.0,0.0,0.0,71.24,1.65,0.831,0.302,0.835,6.93,64.97,67.72,5.46,1.216137327771827,0
0.0,0.0,1.0,0.0,69.48,1.93,0.625,0.645,0.32,4.67,68.16,69.82,4.61,0.9534411360959837,0
0.0,1.0,0.0,1.0,52.27,1.67,0.548,0.517,0.297,7.41,54.59,64.19,5.9,0.809816028490422,0
0.0,0.0,0.0,1.0,64.07,1.19,0.597,0.157,0.148,6.07,72.01,56.45,4.33,0.6347928796071991,0
0.0,0.0,1.0,0.0,50.28,1.91,0.3,0.314,0.411,7.11,66.78,68.49,6.75,0.5979272531002413,0
0.0,1.0,1.0,0.0,46.2,1.99,0.825,0.399,0.399,5.73,75.56,64.06,4.92,0.999513381601267,0
0.0,0.0,0.0,0.0,53.73,2.45,0.898,0.485,0.605,4.09,71.95,64.08,3.46,1.1864459532570373,0
0.0,1.0,1.0,0.0,68.62,1.16,0.579,0.878,0.549,5.71,75.62,66.23,3.81,1.1863920094134148,0
0.0,0.0,0.0,1.0,69.53,1.57,0.818,0.548,0.261,4.86,64.58,67.33,5.04,1.0186014922431639,0
1.0,0.0,0.0,1.0,65.13,0.88,0.386,0.332,0.421,6.49,75.19,67.95,5.14,0.6606519507274613,0
0.0,0.0,0.0,1.0,67.25,1.67,0.341,0.544,0.426,5.38,80.53,63.58,6.97,0.770514762999386,0
1.0,0.0,0.0,0.0,65.16,1.34,0.508,0.43,0.145,7.18,73.82,66.9,3.96,0.6811673803111832,0
0.0,1.0,0.0,0.0,53.59,2.08,0.587,0.565,0.304,6.39,73.95,59.21,5.04,0.8696033578592023,0
1.0,0.0,0.0,1.0,64.32,1.27,0.421,0.616,0.346,6.42,70.85,69.56,3.94,0.8224433111163346,0
0.0,1.0,0.0,1.0,68.0,0.99,0.608,0.742,0.787,4.09,67.38,53.72,4.51,1.240804980647644,0
0.0,0.0,0.0,0.0,67.54,1.36,0.561,0.495,0.538,7.92,73.81,66.55,6.68,0.9215150568493171,1
1.0,0.0,0.0,0.0,71.89,0.91,0.3,0.828,0.632,7.21,62.47,72.6,3.86,1.0839778595524912,0
0.0,0.0,1.0,0.0,67.08,1.73,0.604,0.682,0.2,6.95,67.91,62.7,5.59,0.9327057413782763,0
1.0,0.0,0.0,0.0,63.51,0.88,0.673,0.359,0.739,4.65,61.14,71.58,5.39,1.0620409596621028,0
0.0,1.0,0.0,0.0,70.7,1.51,0.534,0.942,0.76,5.68,66.48,73.78,4.98,1.322921010491556,0
0.0,1.0,0.0,1.0,59.73,0.88,0.731,0.565,0.1,3.69,73.21,51.46,5.52,0.9292932798637898,0
0.0,1.0,0.0,1.0,51.18,1.4,0.257,0.333,0.359,5.69,72.53,67.24,3.84,0.5530090415174059,0
0.0,1.0,0.0,1.0,58.37,1.99,0.594,0.831,0.599,3.73,70.25,53.62,6.66,1.1841444168681452,0
0.0,0.0,1.0,0.0,52.55,1.61,0.266,0.916,0.629,5.77,70.85,67.41,6.92,1.142564221389765,0
0.9658122340608418,0.03418776593915818,1.0,0.0,57.831281335057554,1.5704274255370358,0.23038449467262118,0.5783247994689812,0.37920518936587194,5.2176062286818885,72.27316276066335,74.85871709568653,3.5514527446640254,0.7343050760731209,1
0.013307019642838425,0.9866929803571616,1.0,0.0,57.41439131648213,0.9189157031607018,0.5129812800678628,0.5119181843553559,0.472842289291073,4.646653509821419,76.74038455200008,74.23691965021428,6.095268678732191,0.8659668871803192,1
0.8770291914703733,0.12297080852962672,1.0,0.0,57.36616874206994,1.5947564970235553,0.2812812657974688,0.5331481219502122,0.37384212348733,4.917422836561375,72.4146875225678,74.4880721778319,3.5605803668147766,0.7418163692669713,1
0.7688690875723534,0.2311309124276466,1.0,0.0,57.66372679889888,1.4251422886734768,0.2848015355531493,0.5640519670424924,0.40710838938120525,5.024434543786176,73.35546648767586,74.62981192553762,4.123251681436158,0.7615845252192305,1
0.948303162758473,0.05169683724152696,1.0,0.0,57.722940043710295,1.545363119048177,0.23061244484694116,0.5764329182303346,0.3914976248400129,5.114151581379236,72.55160183084203,74.7231176446344,3.6549287452003854,0.7367953604646309,1
0.3599970331630863,0.0,1.0,0.0,59.00720587433709,1.5928000593367384,0.6137218483393972,0.6068801246071504,0.5015605310638075,6.733607387423914,71.18719474869866,73.36759359163227,3.2703988429336035,1.022495385482606,1
