Equipment Type_Centrifugal,Equipment Type_Exhaust,Location_Plant B,Location_Plant C,vibration_total,Sound (dB),Vibration_Y,Humidity (%),RPM,Temperature (°C),Current (A),Vibration_Z,Pressure (bar),Vibration_X,Electrical Issue
0.0,1.0,1.0,0.0,63.47,1.71,0.558,0.084,0.645,7.14,69.49,62.04,5.28,0.8569976662745356,0
1.0,0.0,0.0,0.0,59.53,1.12,0.264,0.741,0.685,3.82,69.27,66.96,6.11,1.0430733435382193,0
0.0,0.0,0.0,0.0,64.77,2.01,0.456,0.313,0.396,7.36,65.17,65.34,4.39,0.6802359884628275,0
0.0,0.0,0.0,1.0,60.77,1.56,0.622,0.226,0.18,4.36,70.12,70.98,5.69,0.6858279667671769,0
0.0,0.0,0.0,1.0,47.17,1.99,0.189,0.736,0.798,3.4,76.93,67.74,4.17,1.1019169660187649,0
0.0,0.0,1.0,0.0,69.96,1.28,0.54,0.646,0.911,6.28,75.18,71.14,6.98,1.2404986900436452,0
0.0,0.0,0.0,1.0,55.06,2.05,0.52,0.751,0.809,6.27,74.27,66.54,4.2,1.2201975249933923,0
0.0,1.0,1.0,0.0,44.43,1.73,0.508,0.66,0.433,3.47,72.73,64.67,4.12,0.9386975018609564,0
0.0,1.0,0.0,0.0,55.72,1.67,0.707,0.912,0.269,4.59,68.21,65.08,5.55,1.1848856484910264,0
0.0,0.0,0.0,1.0,75.01,1.57,0.567,0.612,0.287,7.96,62.75,78.22,5.08,0.8822709334439166,0
0.0,1.0,1.0,0.0,68.5,1.43,0.796,0.469,0.163,6.39,68.99,69.13,5.33,0.9381609669987342,0
0.0,1.0,0.0,0.0,56.51,1.86,0.301,0.569,0.479,6.65,68.82,58.08,5.23,0.8023733544927821,0
0.0,0.0,1.0,0.0,56.51,1.54,0.527,0.749,0.821,4.06,75.24,65.4,3.91,1.2299475598577363,0
0.0,1.0,0.0,1.0,56.78,0.91,0.517,0.344,0.472,3.39,71.55,68.48,6.61,0.7800057692094334,0
0.0,0.0,1.0,0.0,80.77,1.16,0.286,0.37,0.56,4.38,78.06,77.23,5.89,0.7295861840797151,0
0.0,1.0,0.0,0.0,63.82,1.44,0.691,0.438,0.775,4.24,75.99,73.14,6.36,1.1269205828273792,0
0.0,0.0,0.0,1.0,64.3,1.59,0.965,0.079,0.419,4.17,67.72,63.39,4.47,1.0550009478668727,0
0.0,0.0,0.0,0.0,70.3,1.48,0.497,0.528,0.907,3.96,61.02,80.09,5.42,1.1612243538610445,1
0.0,1.0,0.0,1.0,62.39,1.87,0.601,0.123,0.898,5.87,76.93,67.84,5.2,1.0875357465389357,0
0.0,1.0,1.0,0.0,57.41,0.91,0.517,0.511,0.474,4.64,76.8,74.23,6.13,0.8678052776977103,0
1.0,0.0,0.0,0.0,58.04,1.54,0.357,0.673,0.384,7.1,63.17,62.22,6.16,0.8531318772616576,0
0.0,0.0,0.0,0.0,59.28,0.95,0.136,0.405,0.639,3.92,77.55,56.01,5.19,0.768662474692241,0
0.0,0.0,1.0,0.0,59.63,1.73,0.359,0.835,0.43,5.32,71.91,60.96,3.48,1.005487941250416,0
0.0,0.0,0.0,0.0,67.28,1.47,0.222,0.208,0.269,3.07,70.8,51.75,6.78,0.40608989152649444,0
0.0,0.0,0.0,0.0,60.52,1.63,0.841,0.738,0.756,5.41,78.07,78.56,5.56,1.3503558790185646,0
0.0,1.0,0.0,0.0,67.33,1.24,0.477,0.635,0.743,3.28,76.72,69.07,4.39,1.0875674691714534,0
0.0,1.0,0.0,0.0,59.19,1.88,0.431,0.157,0.531,7.89,73.26,63.38,5.41,0.7016915276672506,0
1.0,0.0,1.0,0.0,60.79,1.81,0.678,1.042,0.247,6.95,72.37,70.26,3.49,1.267460847521532,0
0.0,0.0,0.0,0.0,40.02,1.68,0.276,0.487,0.254,5.45,73.08,68.95,6.06,0.6147039938051485,0
1.0,0.0,0.0,0.0,69.16,1.46,0.347,0.325,0.521,3.43,68.0,71.1,3.53,0.7053190767305249,0
1.0,0.0,0.0,0.0,63.46,1.67,0.514,0.219,0.4,5.96,69.72,74.05,4.78,0.6871368131602323,0
1.0,0.0,0.0,1.0,69.98,1.29,0.706,0.456,0.432,6.79,65.49,66.55,5.24,0.9449846559600849,0
1.0,0.0,0.0,1.0,31.04,1.76,0.6,0.475,0.704,3.95,68.33,63.6,6.04,1.039827389521934,0
1.0,0.0,1.0,0.0,80.88,1.99,0.55,0.521,0.647,5.84,68.17,72.14,5.11,0.9962680362231843,0
0.0,1.0,1.0,0.0,58.6,1.82,0.516,0.44,0.776,7.07,66.82,72.01,5.63,1.0305493680556987,0
0.0,1.0,1.0,0.0,71.08,1.28,0.58,0.627,0.302,6.84,70.68,68.5,4.97,0.9059431549495807,0
1.0,0.0,0.0,0.0,49.6,1.61,0.54,0.422,0.431,7.01,68.38,78.89,4.97,0.809595578051165,0
0.0,1.0,0.0,1.0,66.13,1.11,0.294,0.113,0.652,7.4,72.51,65.81,5.09,0.7240918450031045,0
0.0,1.0,0.0,1.0,49.47,1.67,0.509,0.47,0.59,7.69,61.89,63.5,4.81,0.9099895603796782,0
1.0,0.0,1.0,0.0,53.76,1.64,0.285,0.027,0.806,5.03,69.43,70.09,3.31,0.8553303455390788,0
0.0,1.0,0.0,1.0,79.14,0.94,0.516,0.571,0.584,5.84,70.66,64.63,4.23,0.966101961492678,0
0.0,1.0,1.0,0.0,58.09,1.15,0.404,0.304,0.87,6.95,68.45,70.48,5.24,1.0062464906771105,0
0.0,0.0,0.0,0.0,62.17,1.42,1.008,0.533,0.608,6.49,69.14,63.83,4.75,1.2922139915664124,0
1.0,0.0,0.0,1.0,68.7,1.41,0.492,0.763,0.712,7.98,62.07,66.0,4.84,1.1537664408362724,0
0.0,0.0,0.0,0.0,64.96,1.14,0.219,0.31,0.435,3.07,71.78,77.45,4.68,0.5773092758651986,0
0.0,0.0,0.0,0.0,61.5,1.62,0.473,0.712,0.503,4.78,73.24,65.97,4.14,0.9918074409884209,0
1.0,0.0,0.0,1.0,63.65,1.58,0.604,0.413,0.682,4.41,72.47,64.01,4.51,1.0002544676231144,0
0.0,0.0,1.0,0.0,84.03,1.44,0.835,0.851,0.823,4.31,75.19,73.85,4.69,1.4487080451215835,0
0.0,0.0,0.0,1.0,59.42,1.27,0.382,0.427,0.646,4.11,71.01,62.74,5.01,0.863463375019462,0
0.0,1.0,0.0,0.0,62.01,1.81,0.184,0.332,0.483,6.55,72.39,64.54,5.39,0.6143036708338963,0
0.0,0.0,1.0,0.0,70.51,2.0,0.663,0.637,0.775,3.42,70.78,70.88,4.82,1.2024820164975443,0
1.0,0.0,0.0,0.0,71.06,1.35,0.224,0.413,0.062,6.71,73.44,72.69,3.97,0.47390821896227964,0
0.0,1.0,1.0,0.0,71.87,1.32,0.413,0.332,0.216,6.47,62.11,74.1,3.6,0.5722315964712189,0
0.0,1.0,0.0,1.0,66.39,1.65,0.448,0.404,0.636,4.25,65.53,64.26,7.6,0.8765934063178892,0
0.0,1.0,0.0,0.0,48.57,1.39,0.486,0.491,0.503,4.26,77.93,70.98,3.87,0.8545677269824785,0
1.0,0.0,1.0,0.0,76.33,1.46,0.638,0.768,0.621,6.14,57.7,65.67,4.48,1.175801428813556,0
1.0,0.0,1.0,0.0,48.54,1.72,0.363,0.113,0.513,6.81,69.3,64.97,5.52,0.6385193810684214,0
1.0,0.0,0.0,1.0,63.03,0.93,0.445,0.505,0.614,7.38,75.86,74.02,5.36,0.9110686033444463,0
0.0,0.0,1.0,0.0,52.46,1.9,0.497,0.625,0.337,7.26,69.53,65.25,5.52,0.8667196778659176,0
0.0,0.0,1.0,0.0,59.36,1.52,0.53,0.539,0.614,7.82,67.97,69.39,4.56,0.9738670340452027,0
0.0,1.0,0.0,0.0,63.29,1.38,0.52,0.762,0.699,5.91,70.65,68.78,5.24,1.1574303434764444,0
0.0,1.0,0.0,1.0,63.21,1.47,0.587,0.485,0.744,7.54,68.23,62.65,5.06,1.0645797292828751,0
1.0,0.0,0.0,1.0,64.22,1.49,0.669,0.463,0.903,7.04,70.15,72.83,4.69,1.2154583497594642,0
1.0,0.0,0.0,0.0,76.14,0.98,0.579,0.618,0.549,7.47,66.58,70.8,5.25,1.009240308350791,0
0.0,0.0,0.0,0.0,64.54,1.95,0.591,0.52,0.555,3.06,75.54,58.07,6.06,0.9631749581462341,0
0.0,0.0,0.0,0.0,57.56,1.51,0.184,0.422,0.195,7.83,77.12,69.39,4.98,0.49996499877491424,0
1.0,0.0,1.0,0.0,69.64,1.63,0.51,0.603,0.394,5.37,69.33,64.14,4.98,0.8825786083970084,0
1.0,0.0,0.0,1.0,71.89,1.79,0.596,0.369,0.461,6.99,63.07,73.49,6.07,0.8389862930942316,0
0.0,0.0,0.0,1.0,47.72,1.19,0.646,0.378,0.71,3.64,67.38,60.77,5.96,1.031649165171959,0
0.0,1.0,0.0,1.0,65.97,1.64,0.362,0.394,0.378,4.98,69.08,66.22,6.58,0.655106098277218,0
0.0,1.0,1.0,0.0,67.01,1.42,0.368,0.771,0.659,4.36,72.53,69.81,3.24,1.0789559768591117,1
0.0,0.0,0.0,1.0,57.02,1.75,0.385,-0.144,0.5,4.46,64.96,68.27,5.91,0.6472719675685021,0
0.0,0.0,0.0,1.0,73.76,0.86,0.607,0.579,0.465,3.62,66.15,71.81,5.6,0.9591219943260606,0
0.0,1.0,0.0,1.0,58.5,1.47,0.707,0.507,0.55,7.03,72.55,60.41,4.11,1.0292706155331552,0
0.0,0.0,0.0,1.0,61.26,1.32,0.419,0.164,0.422,3.05,74.69,76.26,5.25,0.6168800531707926,0
0.0,1.0,0.0,0.0,58.27,1.63,0.682,0.562,0.414,4.56,66.89,70.63,6.05,0.9758913873992331,0
0.0,1.0,1.0,0.0,60.16,1.64,0.525,0.595,0.159,3.87,63.33,74.8,4.17,0.8092780733468565,0
0.0,0.0,0.0,1.0,49.04,1.29,0.475,0.618,0.45,5.95,86.42,72.37,5.44,0.9000272218105406,0
1.0,0.0,0.0,1.0,45.6,1.29,0.458,-0.03,0.404,4.27,73.92,67.94,5.87,0.6114572756947129,0
1.0,0.0,0.0,1.0,75.95,1.47,0.649,0.773,0.397,4.29,68.66,61.58,3.93,1.0845916282177364,0
1.0,0.0,0.0,1.0,51.53,1.23,0.565,0.352,0.583,5.44,74.35,65.18,4.86,0.8848830431192587,0
1.0,0.0,0.0,1.0,50.09,1.75,0.955,0.637,0.632,6.26,69.38,75.95,5.3,1.3104266480806928,0
1.0,0.0,0.0,0.0,38.47,1.39,0.33,0.648,0.546,3.61,74.34,74.93,4.2,0.9093514172199877,0
1.0,0.0,0.0,0.0,53.61,0.63,0.604,0.325,0.699,3.88,70.8,64.9,4.12,0.9793068977598391,0
1.0,0.0,1.0,0.0,46.77,1.39,0.394,0.632,0.615,4.24,70.46,53.91,4.86,0.9658597206634097,0
0.0,0.0,1.0,0.0,76.42,1.19,0.326,0.423,0.441,7.87,69.43,66.94,5.8,0.6925936759745933,0
0.0,0.0,0.0,1.0,70.1,1.01,0.498,0.086,0.407,4.99,62.76,66.56,5.64,0.6488828861975018,0
1.0,0.0,0.0,1.0,53.12,1.13,0.527,0.734,0.563,5.99,79.69,66.75,4.14,1.0646379666346677,0
0.0,0.0,0.0,0.0,82.52,1.53,1.084,0.345,0.615,4.21,65.29,70.64,5.65,1.2931767087293213,0
0.0,1.0,1.0,0.0,69.82,1.9,0.463,0.329,0.78,5.45,63.2,72.38,4.16,0.9648885946056156,0
1.0,0.0,0.0,1.0,56.75,1.59,0.274,0.419,0.738,3.37,68.94,72.95,3.39,0.8917852880598558,0
0.0,1.0,0.0,1.0,35.01,1.32,0.555,0.554,0.392,3.17,65.19,70.23,4.63,0.8767012033754717,0
0.0,0.0,0.0,1.0,82.91,1.64,0.085,0.489,0.48,5.34,69.74,59.0,6.12,0.6904679572579744,0
1.0,0.0,1.0,0.0,46.1,1.36,0.482,0.61,0.634,4.99,73.44,66.29,5.66,1.0031849281164467,0
0.0,1.0,0.0,0.0,43.55,1.29,0.503,0.232,0.714,3.68,74.98,79.52,5.0,0.9036752735357982,0
0.0,0.0,0.0,0.0,70.23,1.15,0.659,0.352,0.688,6.44,74.07,69.87,4.58,1.0156421613934703,0
1.0,0.0,0.0,1.0,84.4,0.97,0.695,0.477,0.487,7.96,68.47,69.84,4.61,0.9735106573633387,0
1.0,0.0,0.0,1.0,73.84,1.38,0.399,0.88,0.249,4.98,70.25,69.8,5.11,0.9977985768680971,0
0.0,1.0,0.0,1.0,65.64,1.55,0.47,0.477,0.3,6.12,72.04,70.08,3.93,0.7337772141460921,0
0.0,1.0,0.0,1.0,65.95,1.47,0.347,0.717,0.555,7.81,61.21,56.08,4.65,0.9708362374777736,0
0.0,1.0,0.0,1.0,68.53,1.38,0.274,0.508,0.568,7.16,72.85,66.8,4.78,0.8097925660315733,0
0.0,0.0,1.0,0.0,67.59,1.22,0.562,0.403,0.28,5.32,62.71,67.81,3.65,0.746091817405874,0
0.0,1.0,0.0,0.0,62.81,1.68,0.245,0.451,0.509,6.69,80.2,74.41,4.16,0.722846456725078,0
0.0,1.0,1.0,0.0,61.04,1.1,0.417,0.466,0.626,3.64,67.98,68.24,5.41,0.8848282319184894,0
0.0,1.0,1.0,0.0,59.37,1.73,0.301,0.621,0.27,5.56,69.08,59.77,5.01,0.7410411594506745,0
1.0,0.0,0.0,1.0,52.46,1.2,0.61,0.775,0.721,4.4,66.15,70.15,4.69,1.2217061839902423,0
0.0,1.0,1.0,0.0,57.19,1.27,0.86,0.572,0.424,3.81,66.85,63.98,4.09,1.1164945140931055,0
0.0,1.0,0.0,0.0,43.07,1.06,0.24,0.737,0.752,5.13,81.37,61.92,6.58,1.0799412021031516,0
0.0,0.0,0.0,1.0,59.02,1.35,0.129,0.307,0.393,3.66,74.7,63.83,4.16,0.5151106677210248,0
0.0,0.0,0.0,0.0,50.11,1.79,0.475,0.417,0.295,6.49,62.25,70.71,5.25,0.6975234763074286,0
0.0,1.0,1.0,0.0,48.96,1.65,0.503,0.355,0.408,5.28,77.52,74.29,4.51,0.738578364156438,1
0.0,0.0,0.0,1.0,61.8,1.79,0.544,0.563,0.481,5.66,75.97,70.41,5.04,0.9188394854380171,0
0.0,0.0,0.0,0.0,73.92,1.66,0.411,0.428,0.422,3.73,68.59,71.16,5.46,0.7281407830907427,0
0.0,0.0,0.0,0.0,69.18,1.17,0.46,0.646,0.457,3.7,71.53,70.37,3.63,0.9152950344014765,0
1.0,0.0,0.0,1.0,44.29,1.4,0.574,0.314,0.567,5.92,69.93,68.51,4.99,0.8657719099162319,0
0.0,1.0,0.0,0.0,50.1,1.27,0.708,0.509,0.466,7.93,79.86,71.48,6.19,0.9886865023858675,0
0.0,1.0,0.0,1.0,69.41,1.9,0.109,0.637,0.487,3.48,66.02,55.91,6.76,0.8092088729123031,0
0.0,1.0,0.0,1.0,50.18,1.14,0.426,0.087,0.158,4.43,70.73,68.56,4.87,0.46261106774481736,0
0.0,0.0,1.0,0.0,57.75,1.77,0.543,0.924,0.578,7.35,67.86,62.78,5.04,1.2176653891771745,0
0.0,0.0,0.0,0.0,65.5,1.77,0.316,0.443,0.482,3.36,62.83,73.81,7.21,0.7269312209556005,0
0.0,0.0,0.0,1.0,50.32,2.05,0.846,0.095,0.822,7.38,80.96,67.26,6.13,1.1833955382711225,0
1.0,0.0,1.0,0.0,61.05,1.38,0.373,0.532,0.312,5.62,64.09,68.15,4.38,0.7207614029621732,0
0.0,0.0,1.0,0.0,46.66,1.71,0.492,0.507,0.138,5.04,71.1,60.47,4.38,0.7198312302199732,0
1.0,0.0,0.0,1.0,53.99,2.18,0.611,0.484,0.624,4.55,61.3,73.08,5.96,0.9984753377024392,0
0.0,1.0,0.0,1.0,63.2,1.31,0.382,0.698,0.569,4.49,68.0,71.14,3.99,0.9782070333012332,0
0.0,0.0,0.0,0.0,44.07,1.04,0.131,0.649,0.298,4.53,72.11,70.78,6.09,0.7260619808253287,0
1.0,0.0,0.0,0.0,64.4,0.94,0.414,0.56,0.194,7.42,65.88,63.93,5.33,0.7229329152832924,0
1.0,0.0,0.0,0.0,59.8,1.71,0.706,0.59,0.807,6.62,72.93,64.13,5.52,1.2238402673551807,0
0.0,0.0,0.0,1.0,65.52,0.94,0.433,0.479,0.783,6.35,68.65,69.12,4.74,1.0148985170941969,0
1.0,0.0,1.0,0.0,62.24,1.39,0.331,0.855,0.003,6.99,75.8,64.53,4.37,0.9168396806421502,1
0.0,0.0,1.0,0.0,73.64,1.63,0.685,0.204,0.408,4.29,76.81,70.17,6.46,0.8229854190688921,0
1.0,0.0,0.0,1.0,61.25,1.56,0.434,0.528,0.833,6.09,67.07,57.2,4.75,1.0775105567928325,0
0.0,1.0,0.0,0.0,55.71,1.63,0.398,0.513,0.405,5.3,70.38,65.56,4.59,0.7652437520163102,0
0.0,1.0,1.0,0.0,61.22,1.57,0.53,0.663,0.402,6.91,70.92,76.98,4.92,0.9391874147368032,0
0.0,1.0,1.0,0.0,65.43,1.88,0.654,0.331,0.443,4.55,73.1,70.2,5.19,0.8564613242873259,0
0.0,0.0,0.0,0.0,60.49,1.21,0.976,0.151,0.276,6.22,70.07,68.83,3.97,1.0254525830090828,0
0.0,1.0,1.0,0.0,60.41,1.3,0.665,0.531,0.159,7.41,70.95,77.93,4.44,0.8657176213985712,0
0.0,1.0,0.0,0.0,52.98,1.27,0.732,0.556,0.711,5.01,68.78,56.32,4.38,1.1621019748713965,1
0.0,1.0,1.0,0.0,53.37,1.75,0.399,0.798,0.131,3.33,70.58,63.92,5.85,0.9017571735228948,0
0.0,0.0,1.0,0.0,45.97,1.77,0.295,0.246,0.549,5.58,76.49,65.99,4.11,0.670031342550481,0
1.0,0.0,1.0,0.0,77.5,1.64,0.512,0.731,0.677,4.73,73.23,72.29,3.24,1.1201937332443883,0
0.0,0.0,0.0,0.0,47.56,1.86,0.521,0.973,0.21,6.36,73.51,72.38,3.03,1.1235078993936802,0
0.0,0.0,1.0,0.0,53.07,1.15,0.284,0.424,0.315,7.76,73.62,63.67,3.53,0.5997140985503009,0
0.0,1.0,1.0,0.0,52.82,2.0,0.465,0.242,0.743,5.43,69.23,72.99,6.36,0.9093063290222938,0
1.0,0.0,1.0,0.0,68.95,1.96,0.58,0.419,0.607,5.33,71.59,65.98,5.02,0.9383016572510143,0
0.0,1.0,0.0,1.0,57.05,1.72,0.572,0.503,0.377,6.27,64.57,74.06,5.5,0.8498952876678396,0
0.0,1.0,1.0,0.0,72.48,2.03,0.601,0.613,0.74,3.52,76.34,62.84,5.54,1.1333887241366045,0
0.0,0.0,1.0,0.0,53.27,1.0,0.558,0.382,0.741,4.27,56.09,67.38,5.06,1.0031794455629561,0
0.0,0.0,0.0,0.0,62.79,1.34,0.399,0.811,0.554,7.59,69.56,65.55,4.93,1.0601122582066487,0
0.0,0.0,0.0,0.0,51.65,1.28,0.397,0.277,0.32,6.35,75.7,73.28,6.04,0.5802913061557963,0
0.0,1.0,0.0,1.0,81.45,1.72,0.26,0.152,0.417,3.07,63.18,65.39,5.15,0.5143860418012914,0
1.0,0.0,0.0,0.0,48.12,1.18,0.857,0.721,0.557,4.02,72.0,67.79,6.4,1.2508153340921273,0
1.0,0.0,0.0,0.0,63.1,1.73,0.503,0.045,0.462,6.41,66.6,70.53,5.62,0.6844545273427592,0
0.0,1.0,0.0,0.0,66.34,1.91,0.455,0.459,0.688,6.82,68.16,70.73,4.38,0.9439544480535064,0
1.0,0.0,0.0,1.0,64.14,1.71,0.314,1.124,0.194,7.2,74.73,72.43,4.5,1.1830502947888564,0
0.0,1.0,0.0,1.0,58.15,1.59,1.087,0.498,0.201,4.46,70.99,69.06,4.27,1.2124248430315174,0
1.0,0.0,1.0,0.0,58.7,1.2,0.285,0.276,0.536,7.66,59.83,65.91,6.22,0.666856056431971,0
0.0,1.0,1.0,0.0,60.44,1.25,0.414,0.489,0.402,5.76,65.12,66.25,4.59,0.7563868058077164,0
1.0,0.0,0.0,0.0,58.53,1.87,0.583,0.49,0.375,6.48,74.88,68.13,4.2,0.8488898632920526,0
0.0,0.0,1.0,0.0,69.64,1.73,0.62,0.532,0.146,5.98,72.24,69.25,5.32,0.8299036088606917,0
0.0,0.0,1.0,0.0,82.11,1.49,0.692,0.632,0.504,3.61,78.74,67.26,4.9,1.0640977398716718,0
0.0,0.0,0.0,1.0,54.43,1.37,0.862,0.292,0.489,7.82,78.41,68.1,5.29,1.033164556109045,0
0.0,0.0,0.0,1.0,46.3,0.89,0.601,0.838,0.631,3.61,68.29,60.41,6.89,1.2089689822323813,0
0.0,1.0,1.0,0.0,59.12,1.18,0.289,0.549,0.514,4.27,82.52,71.34,5.91,0.8056785959673993,0
1.0,0.0,1.0,0.0,85.8,2.07,0.449,0.645,0.473,7.07,70.12,68.91,5.03,0.9172540542292522,0
0.0,1.0,1.0,0.0,51.96,1.12,0.562,0.374,0.735,6.09,65.19,73.01,3.59,0.9979704404440044,0
0.0,0.0,0.0,0.0,76.39,1.56,0.914,0.757,0.238,7.19,66.83,68.0,4.5,1.2104086086937749,0
1.0,0.0,0.0,1.0,76.78,1.8,0.22,0.449,0.607,5.58,58.72,59.31,5.71,0.7864159204899148,0
0.0,1.0,1.0,0.0,54.46,1.12,0.741,0.556,0.166,4.88,78.04,66.21,3.83,0.9411551413024317,0
0.0,0.0,1.0,0.0,65.69,1.56,0.536,0.313,0.332,7.61,77.97,67.0,7.14,0.7039097953573313,0
1.0,0.0,0.0,0.0,76.28,1.78,0.668,0.301,0.257,3.18,64.92,71.71,5.01,0.7764496120161308,0
1.0,0.0,0.0,1.0,56.21,1.5,0.48,0.638,0.656,7.28,68.86,57.65,5.05,1.033334408601591,0
0.0,0.0,0.0,0.0,57.96,2.36,0.332,0.411,0.487,4.15,70.48,68.21,4.33,0.7185499286758018,0
0.0,0.0,0.0,0.0,54.18,1.0,0.65,0.329,0.497,7.24,65.2,70.57,5.5,0.8819013550278739,0
1.0,0.0,1.0,0.0,49.85,1.82,0.631,0.371,0.279,3.7,61.22,64.69,3.84,0.7833536876788161,0
0.0,0.0,0.0,0.0,53.51,1.45,0.694,0.64,0.44,5.9,68.95,68.37,7.16,1.041554607305829,0
0.0,1.0,0.0,0.0,47.76,1.73,0.497,0.374,0.347,7.44,68.39,64.86,6.32,0.7122457441080291,0
0.0,0.0,1.0,0.0,60.34,1.63,0.38,0.476,0.577,5.37,68.06,64.35,5.98,0.8389904647849105,0
0.0,0.0,0.0,1.0,52.3,1.28,0.188,0.503,0.302,6.73,71.11,65.96,3.61,0.6160819750650071,0
0.0,0.0,1.0,0.0,62.34,1.57,0.664,0.117,0.766,7.02,77.15,64.45,5.21,1.02046117025588,0
1.0,0.0,0.0,1.0,44.44,0.94,0.585,0.206,0.165,6.68,68.48,71.42,6.21,0.641783452575711,0
1.0,0.0,0.0,0.0,63.31,1.68,0.307,0.567,0.339,7.63,70.85,64.33,5.59,0.7284634513824286,0
0.0,0.0,0.0,0.0,68.34,1.59,0.392,0.353,0.835,5.23,73.63,63.49,4.0,0.987673022816762,0
1.0,0.0,1.0,0.0,40.06,1.69,0.407,0.711,0.413,3.87,72.77,76.84,4.35,0.9174633507666669,0
0.0,0.0,1.0,0.0,63.74,1.82,0.203,0.693,0.237,3.24,66.93,72.8,4.55,0.7600177629503142,0
0.0,1.0,1.0,0.0,72.28,1.61,0.336,0.644,0.544,4.23,70.48,58.69,4.4,0.9075064738061102,0
1.0,0.0,0.0,0.0,47.9,1.54,0.273,0.864,0.405,3.72,72.74,64.18,6.53,0.992496851380396,0
0.0,0.0,0.0,0.0,76.73,1.24,0.418,0.483,0.333,5.79,64.36,69.21,3.08,0.7203485267563196,0
1.0,0.0,0.0,1.0,64.19,1.29,0.352,0.63,0.281,3.92,76.32,69.62,5.66,0.7744449625376875,0
0.0,1.0,1.0,0.0,52.95,1.86,0.175,0.383,1.054,3.19,77.16,60.55,3.71,1.1350022026410345,0
0.0,1.0,0.0,0.0,59.44,1.93,0.905,0.99,0.45,3.18,66.39,73.79,4.04,1.4147879699799544,0
0.0,0.0,0.0,1.0,65.58,1.43,0.751,0.897,0.115,7.16,70.97,72.13,2.99,1.175514780851351,0
1.0,0.0,1.0,0.0,60.76,1.51,0.344,0.502,0.799,5.96,73.21,70.41,4.45,1.0043609908792754,0
0.0,1.0,1.0,0.0,65.39,1.23,0.554,0.577,0.622,4.79,67.27,74.78,6.51,1.0132763690129165,0
1.0,0.0,0.0,1.0,50.79,1.85,0.583,0.772,0.347,7.47,72.41,70.26,5.26,1.0277558075729856,0
0.0,0.0,0.0,1.0,61.69,1.7,0.738,0.471,0.313,3.35,70.82,70.24,3.8,0.9297601841335216,0
0.0,1.0,0.0,1.0,45.86,2.08,0.336,0.369,0.635,7.9,62.66,75.79,6.02,0.8076397711851491,0
0.0,1.0,0.0,0.0,58.89,1.24,0.718,0.675,0.451,6.08,72.3,73.51,6.23,1.0837665800346494,0
1.0,0.0,1.0,0.0,50.96,1.39,0.39,0.516,0.115,3.92,64.5,63.79,5.1,0.6569482475811926,0
0.0,1.0,1.0,0.0,52.64,1.57,0.233,0.537,0.857,6.4,74.7,71.17,7.03,1.0378376558980698,0
0.0,0.0,0.0,1.0,72.36,1.69,0.645,0.333,0.413,6.82,66.64,64.68,5.82,0.8351544767287068,0
0.0,0.0,0.0,0.0,70.91,1.44,0.758,0.156,0.799,5.15,69.19,70.52,5.68,1.1123403256198168,0
0.0,1.0,0.0,1.0,66.09,1.24,1.018,0.547,0.756,7.31,76.86,70.38,4.2,1.3809666904020532,0
0.0,0.0,0.0,0.0,49.08,1.76,0.26,0.681,0.3,3.75,72.48,61.08,5.63,0.7882645495009909,0
0.0,1.0,1.0,0.0,56.84,1.72,0.64,0.455,0.707,4.39,64.6,67.39,5.22,1.0566333328075543,0
0.0,1.0,1.0,0.0,72.13,1.23,0.418,0.787,0.37,3.47,64.93,69.33,5.52,0.9648797852582466,0
0.0,1.0,0.0,0.0,61.42,1.91,0.657,0.359,0.127,4.05,67.0,65.82,4.32,0.7593806687031215,0
0.0,1.0,1.0,0.0,83.19,1.85,0.206,0.289,0.415,4.19,71.97,69.57,5.13,0.5460604362156262,0
1.0,0.0,1.0,0.0,63.93,1.54,0.247,0.487,0.58,7.59,71.79,72.03,4.18,0.7966040421690063,0
0.0,1.0,0.0,1.0,61.92,1.52,0.345,0.483,0.407,3.39,65.78,67.85,2.85,0.7196964637956754,0
0.0,0.0,0.0,0.0,56.91,1.67,0.516,0.654,0.439,5.14,64.16,69.12,6.0,0.9416437755329773,0
1.0,0.0,1.0,0.0,61.34,1.24,0.372,0.345,0.729,5.66,71.41,74.92,3.5,0.8881722805852477,0
0.0,0.0,1.0,0.0,58.48,1.51,0.632,0.774,0.521,7.49,69.09,70.37,5.11,1.1269165896374054,0
0.0,1.0,0.0,0.0,67.08,0.85,0.705,0.893,0.331,7.99,80.79,69.0,5.33,1.1849198285116171,0
0.0,0.0,1.0,0.0,69.57,1.76,0.62,0.492,0.64,6.77,70.18,63.21,5.33,1.0178722906141027,0
1.0,0.0,0.0,0.0,52.14,1.03,0.824,0.75,0.54,7.85,79.07,71.36,4.72,1.2381744626667117,1
0.0,0.0,0.0,0.0,46.69,1.95,0.583,0.289,-0.004,6.94,64.15,69.65,5.27,0.6507119178253922,0
1.0,0.0,0.0,1.0,41.64,1.4,0.257,0.715,0.586,7.82,62.13,74.42,5.47,0.9595155027408363,0
0.0,1.0,0.0,0.0,65.08,1.44,0.773,0.709,0.578,6.54,64.4,68.23,5.73,1.1976201401112123,0
0.0,1.0,0.0,1.0,48.97,1.31,0.379,0.673,0.504,3.4,75.95,58.92,6.73,0.9222721940945634,0
