Equipment Type_Centrifugal,Equipment Type_Exhaust,Location_Plant B,Location_Plant C,Vibration_Z,RPM,Temperature (°C),Humidity (%),Sound (dB),Pressure (bar),Current (A),Vibration_Y,Vibration_X,vibration_total,Bearing Failure
1,0,0,0,53.43,1.38,0.562,0.773,0.628,4.62,75.22,67.36,5.45,1.1435720353348975,0
0,0,0,0,49.53,1.65,0.262,0.374,0.643,6.99,65.31,69.44,3.29,0.7886501125340691,0
0,0,0,0,65.37,1.67,0.421,0.615,0.421,4.05,77.99,67.81,4.53,0.8559830605800561,0
0,1,1,0,71.86,1.56,0.607,0.478,0.183,5.73,62.72,68.49,4.64,0.793991183830148,0
1,0,0,1,67.19,1.47,0.518,0.463,0.459,3.9,66.88,67.0,4.23,0.8326908189718438,0
1,0,0,0,69.96,1.63,0.33,0.346,0.625,4.74,72.4,68.09,4.65,0.7869186743241006,0
0,0,0,1,52.43,0.74,0.501,0.833,0.861,7.66,65.73,81.49,6.03,1.2985418745654682,0
1,0,0,1,45.78,1.7,0.194,0.425,0.26,3.73,71.32,69.56,4.29,0.5346597048590813,0
1,0,1,0,75.01,1.54,0.73,0.64,0.415,6.16,71.21,71.23,5.55,1.0558053797930753,1
1,0,0,0,56.77,1.43,0.459,0.125,0.422,5.96,69.06,70.19,4.03,0.6359166612064824,0
1,0,0,1,57.49,2.11,0.724,0.736,0.771,3.6,74.16,66.69,4.81,1.2885313345045202,0
0,1,0,1,73.28,1.3,0.395,0.71,0.493,4.63,68.86,74.47,5.32,0.9503546706361788,0
0,1,0,0,65.56,1.38,0.395,0.519,0.319,5.81,71.16,66.54,4.0,0.7260488964250273,0
0,1,1,0,64.56,2.1,0.347,0.455,0.612,3.94,75.73,73.28,3.69,0.8378412737505834,0
0,1,1,0,81.65,1.25,0.675,0.58,0.419,7.0,73.95,66.33,5.49,0.9836594939306995,0
0,1,0,0,53.56,1.33,0.358,0.958,0.255,7.86,73.93,63.2,6.12,1.054017552036018,0
1,0,0,1,69.28,1.46,0.629,0.147,0.321,4.07,64.25,69.83,4.92,0.7213119990683644,0
0,0,1,0,60.57,1.75,0.424,0.656,0.847,3.93,72.62,62.48,4.54,1.1521809753680192,0
0,0,1,0,62.69,1.56,0.105,0.318,0.577,5.27,65.61,70.68,5.16,0.6671416641164004,0
0,1,0,1,75.28,1.11,0.386,0.496,0.522,6.74,63.59,62.03,5.06,0.8170042839544969,0
1,0,0,1,65.08,1.34,0.264,0.45,0.45,4.41,69.64,66.4,5.24,0.6889818575260165,0
0,1,0,1,65.38,1.32,0.507,0.414,0.558,3.1,65.48,60.84,2.47,0.8601215030447734,0
0,0,0,1,70.73,1.48,0.262,0.498,0.556,5.71,73.95,82.12,3.93,0.7910651047796257,0
1,0,0,0,56.35,1.63,0.685,0.273,0.558,7.78,74.07,59.73,4.15,0.9247259053362786,0
1,0,0,1,51.61,1.63,0.482,0.706,0.523,4.96,60.49,68.05,5.15,1.0021422054778453,0
1,0,1,0,49.55,0.97,0.464,0.141,0.674,5.1,65.86,73.72,5.19,0.8303330657031551,0
0,0,0,1,40.34,1.82,0.631,0.608,0.505,7.84,62.7,73.18,5.64,1.0113604698622545,0
0,0,0,1,80.56,1.58,0.693,0.435,0.304,6.47,67.69,72.26,5.26,0.8728631049597639,0
0,1,0,0,48.97,1.92,0.496,0.266,0.378,6.6,72.28,66.41,3.7,0.6779793507179994,0
0,1,0,0,57.79,1.63,0.346,0.54,0.104,5.81,68.79,74.76,6.45,0.6497168614096451,0
0,0,0,1,57.23,1.83,0.145,0.189,0.905,7.87,67.05,72.57,6.27,0.9358263727850374,0
0,1,0,0,63.07,1.64,0.363,0.508,0.673,6.44,76.5,69.06,3.74,0.9180206969344428,1
0,0,0,0,68.16,1.9,0.377,0.215,0.334,7.48,58.48,69.2,5.33,0.5476403929587371,0
1,0,0,0,68.6,1.66,0.521,0.592,0.444,6.5,76.18,66.48,4.4,0.9050088397358337,1
0,1,0,0,54.17,1.47,0.431,0.315,0.373,6.68,67.28,63.45,5.14,0.6512411227801881,0
0,0,0,1,58.33,2.18,0.638,0.41,0.809,4.45,69.61,74.19,6.05,1.1088845746965732,0
0,0,0,0,62.83,1.77,0.377,0.559,0.216,4.52,67.36,74.56,7.13,0.7080014124279698,0
0,0,0,0,57.51,1.67,0.489,0.345,0.523,6.91,77.71,63.58,5.75,0.7947798437303251,0
0,1,1,0,76.07,1.12,0.737,0.488,0.478,4.48,63.85,67.23,5.29,1.00488656076196,0
0,1,0,1,64.91,1.11,0.568,0.197,0.665,5.81,70.06,67.28,4.66,0.8964697429361461,0
1,0,0,0,67.35,1.59,0.488,0.626,0.479,4.25,72.64,67.84,5.18,0.9270711946770863,0
0,1,1,0,66.63,1.54,0.38,0.853,0.148,7.08,61.94,68.32,6.36,0.9454697245285012,0
0,1,0,0,71.73,1.32,0.373,1.058,0.45,3.55,65.4,72.73,4.96,1.2087154338387511,0
0,1,0,1,61.81,1.54,0.33,0.518,0.306,7.15,69.26,64.26,4.11,0.6861923928462046,0
1,0,1,0,47.03,1.98,0.392,0.658,0.516,6.01,65.57,63.77,3.38,0.9235171898779145,0
1,0,1,0,64.0,1.71,0.651,0.144,0.787,3.93,65.92,74.18,5.51,1.031458191106164,0
1,0,0,1,53.49,1.16,0.456,0.801,0.152,5.71,68.25,65.69,5.25,0.9341525571340048,0
0,1,1,0,54.71,1.47,0.23,0.655,0.34,4.41,73.25,61.68,4.35,0.7729974126735484,0
0,0,1,0,65.86,1.26,0.854,0.403,0.389,4.62,68.29,65.57,6.03,1.0212962351835044,0
0,1,0,0,72.38,1.38,0.564,0.747,0.424,4.76,75.39,66.35,4.58,1.027560703802943,0
1,0,1,0,60.21,1.38,0.219,0.449,0.648,3.32,65.01,75.77,4.87,0.8182090197498436,0
0,1,0,1,63.09,1.36,0.412,0.408,0.465,7.93,63.74,72.62,4.98,0.7432583669222971,0
0,1,0,0,77.02,1.12,0.522,0.595,0.583,3.16,79.63,73.74,4.65,0.9830554409594607,0
0,0,1,0,62.41,1.46,0.841,0.287,0.375,6.31,66.71,72.1,5.24,0.9645076464186274,1
0,0,0,0,86.02,1.33,0.278,0.704,0.546,4.86,63.45,72.73,6.15,0.9332823795615129,0
0,1,0,1,65.66,0.62,0.695,0.289,0.656,6.23,61.29,64.56,3.86,0.9984397828612399,0
1,0,1,0,42.39,2.12,0.78,0.29,0.354,4.78,75.38,67.01,5.49,0.9043317975168185,0
0,1,0,1,67.53,1.83,0.374,0.318,0.656,6.37,68.29,63.05,5.17,0.8193509626527573,0
0,1,0,1,63.81,1.39,0.444,0.652,0.51,6.65,68.73,66.95,5.15,0.9393295481352644,0
0,1,1,0,72.9,1.51,0.293,0.377,0.709,6.45,69.2,71.42,5.87,0.8547859381155026,0
1,0,1,0,66.73,1.15,0.459,0.23,0.46,3.57,75.06,68.67,5.05,0.689333736299044,1
1,0,0,0,58.62,2.01,0.493,0.379,0.576,6.28,69.1,74.56,5.48,0.8476237372796965,0
1,0,0,1,47.76,2.07,0.632,0.494,0.492,4.4,81.72,62.29,5.72,0.9410228477566313,0
1,0,1,0,57.91,1.55,0.718,0.264,0.481,3.14,70.67,70.5,4.5,0.9036487149329655,0
1,0,0,1,51.49,1.81,0.35,0.27,0.552,5.07,75.31,61.76,5.3,0.707180316468155,0
0,1,1,0,54.19,1.55,0.107,0.922,0.607,5.17,74.03,68.47,4.75,1.1090455355845403,0
1,0,0,1,65.89,1.1,0.496,0.328,0.25,5.34,69.82,71.7,4.87,0.6450581369148055,0
0,1,0,0,76.7,1.38,0.559,0.435,0.787,6.52,67.07,66.93,4.68,1.0588082923740256,0
0,1,0,1,63.95,1.54,0.55,0.427,0.128,4.54,71.66,70.76,5.47,0.7079639821346846,0
0,1,1,0,48.04,1.36,0.435,0.416,0.363,4.58,72.55,63.2,5.08,0.7028869041318098,0
0,0,0,0,64.45,1.43,0.525,0.624,0.481,3.3,67.14,59.68,5.39,0.9467639621362866,0
1,0,0,0,71.97,1.47,0.803,0.69,0.582,6.43,70.83,70.79,4.98,1.208152722134085,0
1,0,1,0,53.9,1.48,0.576,0.439,0.815,5.84,76.18,76.72,3.4,1.09028528376751,0
0,1,0,0,58.66,1.52,0.425,0.253,0.128,4.75,80.35,63.02,5.03,0.5108992072806533,1
0,0,0,1,60.15,1.18,0.4,0.755,0.398,6.53,74.27,74.11,5.06,0.9425651171139319,0
1,0,0,1,52.15,1.28,0.466,0.481,0.075,5.69,79.31,68.22,5.24,0.673900586140122,0
0,1,1,0,66.48,1.11,0.827,0.846,0.506,5.35,66.85,61.32,4.41,1.2867326839713056,0
0,0,0,1,58.79,1.79,0.463,0.051,0.554,5.56,73.51,62.34,3.8,0.7237996960485684,1
0,1,1,0,64.2,0.87,0.496,0.539,0.818,6.18,76.69,68.08,5.62,1.0980259559773622,0
0,0,0,0,51.13,1.85,0.404,0.884,0.524,6.3,65.52,65.98,4.73,1.1041956348401312,0
0,1,0,1,55.63,1.92,0.72,0.429,0.709,4.44,67.57,61.44,5.17,1.0977804880758264,0
1,0,1,0,67.22,1.41,0.892,0.455,0.617,3.7,78.69,59.53,4.72,1.1761709059486212,0
0,1,0,1,56.27,0.72,0.59,0.559,0.413,3.78,65.12,63.77,4.99,0.9116742839413647,0
0,1,0,0,77.27,1.39,0.517,0.388,0.218,6.2,63.29,68.97,4.55,0.6821707997268719,0
0,0,0,0,56.0,1.48,0.507,0.438,0.555,7.36,77.64,67.97,4.03,0.8700103447660837,0
0,0,0,1,62.25,1.2,0.023,0.432,0.202,5.05,75.98,65.49,5.47,0.47744842653421743,0
1,0,0,0,69.33,1.35,0.649,0.375,0.759,3.85,72.16,69.01,4.4,1.0667272378635506,0
0,1,1,0,45.82,1.96,0.527,0.746,0.468,6.78,69.77,73.2,5.16,1.0262889456678368,0
0,0,0,1,42.39,1.7,0.586,0.592,0.739,7.16,67.81,69.97,5.41,1.1135443412814776,0
1,0,0,1,44.74,1.22,0.358,0.55,0.404,7.4,71.41,67.39,4.41,0.7706361008932816,0
1,0,0,0,72.63,1.02,0.423,0.662,0.554,6.03,77.9,72.64,3.8,0.9612954800684335,0
0,0,1,0,54.48,1.4,0.418,0.447,0.542,7.3,71.19,63.2,7.43,0.8174943424880688,0
0,0,0,1,85.58,1.44,0.704,0.345,0.491,3.08,80.83,66.88,4.47,0.9250524309464841,0
0,1,0,1,54.36,1.65,0.424,0.379,0.413,3.54,65.51,66.99,5.62,0.7028413761297779,0
1,0,0,0,61.85,1.34,0.917,0.5,0.578,3.46,69.9,61.82,6.94,1.1937223295222386,0
0,0,0,0,75.42,1.65,0.586,0.288,0.315,6.56,68.13,65.9,5.79,0.7249586195087275,0
1,0,1,0,80.06,2.08,0.245,0.4,0.258,3.35,64.57,57.63,4.7,0.5353400788284024,0
0,1,1,0,80.62,1.74,0.474,0.397,0.749,5.48,69.23,77.56,4.93,0.9712291181796394,0
0,0,0,0,72.08,1.49,0.37,0.925,0.645,5.36,72.09,63.31,4.17,1.1868234915100055,1
1,0,1,0,70.24,1.45,0.061,-0.055,0.513,4.55,72.62,75.93,5.88,0.5195334445442372,0
0,0,0,0,65.93,1.39,0.82,0.464,0.833,7.35,80.85,68.19,5.57,1.257610830106039,0
0,1,0,1,67.78,1.85,0.641,0.845,0.446,3.85,72.32,70.82,4.49,1.1505746390391194,0
0,1,0,0,54.49,1.31,0.607,0.524,0.765,4.76,75.75,65.56,3.96,1.1082644088844502,0
0,1,0,0,51.82,1.51,0.533,0.651,0.535,6.87,70.33,69.04,3.68,0.9970531580612941,0
0,1,0,0,59.97,1.52,0.224,0.52,0.295,3.15,78.39,71.25,5.99,0.6384363711443765,0
0,0,0,1,58.3,1.35,0.403,0.367,0.87,6.36,81.99,71.32,5.12,1.026644047369876,0
0,0,1,0,55.47,1.09,0.668,0.052,0.698,7.08,72.66,71.87,5.21,0.9675391464948588,0
1,0,1,0,66.96,1.6,0.29,0.541,0.476,7.66,65.04,66.16,4.18,0.7767605808741842,0
1,0,1,0,69.55,1.48,-0.006,0.345,0.645,7.38,67.26,65.6,3.54,0.7314957279437796,0
0,0,0,0,60.88,1.65,0.455,0.34,0.419,4.6,71.41,60.03,5.96,0.7058229239688947,0
0,0,0,0,74.78,1.34,0.472,0.4,0.666,5.93,72.28,70.62,5.04,0.9090324526660201,0
1,0,1,0,48.58,1.87,0.527,0.849,0.022,3.39,73.49,73.41,5.91,0.9995068784155514,0
0,0,0,1,58.06,1.24,0.646,0.981,0.296,4.29,72.3,76.08,4.61,1.2113187029019241,1
0,1,0,1,52.83,2.01,0.628,0.543,0.696,3.47,70.03,69.53,4.76,1.0833508203716837,0
0,1,0,1,41.33,0.98,0.552,0.407,0.45,4.58,66.82,64.17,5.71,0.8202761730051654,0
0,1,0,1,59.17,1.63,0.739,0.265,0.542,7.38,72.01,59.51,5.73,0.9539968553407291,0
1,0,0,0,58.78,1.64,0.196,0.594,0.231,4.74,79.27,73.21,5.8,0.6667930713497254,0
0,0,1,0,75.13,1.26,0.601,0.857,0.87,5.81,75.1,59.02,4.7,1.3610841267166405,0
1,0,0,1,66.31,1.63,0.625,0.451,0.738,5.17,72.67,66.3,5.61,1.0670848138737614,0
1,0,0,0,49.76,1.88,0.252,0.024,0.46,5.29,75.15,66.88,6.11,0.5250523783395329,0
0,0,0,0,78.54,0.83,0.199,0.634,0.419,7.85,68.14,67.65,4.9,0.7855685838932207,0
1,0,0,0,72.21,1.65,0.351,0.697,0.706,4.48,67.46,68.18,4.49,1.052352602505453,0
0,1,1,0,65.82,0.75,0.368,0.183,0.896,6.14,66.26,68.69,6.34,0.9857631561384307,0
0,0,0,0,57.74,1.21,0.651,0.535,0.691,5.1,69.37,55.92,4.35,1.0897279477007094,1
0,1,1,0,50.41,1.99,0.377,0.59,0.934,3.31,67.89,68.07,5.63,1.1672981624246652,0
0,1,1,0,56.28,1.33,0.329,0.485,0.316,5.45,76.04,56.85,4.94,0.6658243011485838,0
0,0,1,0,70.89,1.15,0.378,0.342,0.336,7.07,67.62,71.66,3.16,0.61052764065192,0
0,1,1,0,78.85,1.44,0.724,0.703,0.262,3.49,65.99,65.22,6.13,1.042606829058778,0
0,1,0,0,75.43,2.12,0.503,0.419,0.588,3.35,79.71,57.21,2.24,0.8799511350069389,0
0,1,0,0,55.11,0.95,0.464,0.203,0.535,3.77,67.74,63.93,3.02,0.736702110761195,1
0,0,0,0,48.8,1.18,0.478,0.09,0.47,6.82,70.77,65.15,5.53,0.6763756352796869,0
0,0,0,1,61.41,1.95,0.758,0.752,0.662,6.62,72.26,73.95,5.53,1.256308879217209,1
0,0,0,1,42.32,2.06,0.35,0.623,0.746,5.83,64.32,68.98,4.36,1.0330271051622992,0
1,0,1,0,63.23,1.47,0.763,0.518,0.195,5.34,76.18,69.72,5.15,0.9426123275238872,0
0,1,1,0,58.52,1.13,0.542,0.412,0.381,7.44,73.19,73.91,2.47,0.7801724168413031,0
1,0,1,0,55.34,2.13,0.468,0.394,0.664,6.83,77.79,67.52,5.71,0.902859900538284,0
1,0,1,0,44.05,1.98,1.0,0.285,0.406,7.06,66.6,71.77,5.25,1.1162710244380618,0
0,1,1,0,65.14,1.7,0.289,0.414,0.34,7.07,70.5,71.42,4.95,0.6087010760627912,0
0,0,0,1,54.67,1.26,0.429,0.076,0.704,6.21,70.2,61.57,5.02,0.827908811403768,0
1,0,1,0,48.3,1.49,0.254,0.353,0.242,5.29,71.32,75.36,5.49,0.49768363445064173,0
0,0,0,0,31.28,1.45,0.69,0.438,0.44,7.32,62.73,60.9,4.97,0.9281939452506679,0
0,0,1,0,59.72,1.6,0.838,0.622,0.566,7.63,70.55,72.59,3.13,1.1872169136261495,0
0,1,0,0,77.72,1.94,0.834,0.492,0.385,3.12,62.87,60.41,7.2,1.0420388668375091,1
1,0,0,0,76.61,1.76,0.745,0.659,0.657,3.26,71.79,71.01,6.2,1.1920381705297864,0
1,0,0,0,55.43,1.18,0.46,0.77,0.386,7.79,59.36,77.31,3.72,0.9764711977319147,0
0,0,0,0,53.98,1.91,0.427,0.712,0.782,4.39,60.74,66.94,4.65,1.1405248791674822,0
0,1,1,0,64.69,1.59,0.166,0.594,0.475,7.37,74.09,66.72,4.76,0.7784709371582218,0
1,0,1,0,50.02,1.71,0.907,0.502,0.634,4.94,67.27,71.05,6.08,1.2151580144162322,0
0,0,1,0,63.02,1.94,0.594,0.304,0.649,3.6,65.06,66.35,2.84,0.9308345717687971,0
0,0,1,0,67.66,1.17,0.402,0.648,0.374,3.4,76.35,77.09,4.5,0.849343275713654,0
0,0,1,0,72.27,1.49,0.766,0.836,0.089,3.78,71.64,68.96,3.24,1.1373535070504686,0
0,1,0,1,59.0,1.34,0.305,0.568,0.572,4.25,74.36,66.4,4.71,0.8618776015189162,1
0,1,0,0,57.96,1.03,0.581,0.883,0.514,5.44,69.17,65.3,4.53,1.1753493097798628,0
0,0,0,0,51.22,1.6,0.465,0.195,0.611,6.51,83.4,63.34,5.08,0.7921937894227649,0
0,0,0,1,51.73,2.25,0.628,0.269,0.455,7.93,66.98,64.86,4.4,0.8208349407767679,0
0,1,0,1,57.74,0.95,0.487,0.671,0.414,5.21,78.72,66.25,4.25,0.9267178642931192,0
0,0,1,0,63.67,1.49,0.21,0.553,0.902,5.59,69.69,65.56,5.62,1.0786625978497633,0
0,0,1,0,69.14,1.69,0.515,0.763,0.206,5.61,61.73,64.71,5.45,0.9433080090829294,0
0,1,0,0,51.97,1.54,0.71,0.497,0.647,5.7,72.41,78.49,5.55,1.08153502023744,0
0,0,1,0,74.93,1.47,0.494,0.326,0.385,5.59,71.57,62.85,4.82,0.7060715261218229,0
0,0,0,0,57.29,1.11,0.655,0.457,0.433,3.04,64.74,68.73,4.43,0.9084949091767108,0
0,0,1,0,59.79,1.57,0.291,0.193,0.437,3.01,65.39,70.96,4.88,0.5593737569818591,0
0,1,1,0,52.53,1.27,0.495,0.274,0.339,3.49,69.88,71.15,5.5,0.6595619758597367,0
0,1,0,0,35.76,0.84,0.375,0.694,0.614,3.51,71.75,67.71,2.82,0.9996284309682273,0
0,1,0,1,68.84,1.86,0.649,0.675,0.778,6.52,57.65,66.8,5.39,1.2174194018496667,0
1,0,0,1,67.37,1.79,0.506,0.573,0.594,4.02,75.27,70.26,5.31,0.968091421302761,0
1,0,1,0,57.19,1.52,0.638,0.156,0.521,7.47,67.53,69.33,5.06,0.8383442013874731,0
1,0,0,1,60.67,1.57,0.718,0.428,0.303,7.64,63.34,66.71,4.85,0.8891102293866605,0
1,0,1,0,65.16,1.82,0.638,0.255,0.603,7.88,74.71,60.19,2.43,0.9141542539418607,0
0,1,0,1,44.37,1.57,0.555,0.735,0.931,7.7,69.88,65.66,4.56,1.309584285183661,0
0,0,0,1,54.71,1.77,0.3,0.383,0.424,4.36,76.08,62.27,6.79,0.6453409951335805,1
0,1,0,0,67.94,1.41,0.499,0.283,0.425,5.55,72.19,64.66,5.01,0.7139432750576197,0
1,0,0,1,47.46,1.89,0.393,0.506,0.388,3.88,69.99,68.17,4.69,0.7490186913555629,1
0,1,1,0,62.94,1.6,0.431,0.372,0.402,7.03,69.24,69.79,5.02,0.6969569570640644,0
0,0,0,0,46.43,1.56,0.425,0.797,-0.049,7.44,72.41,76.9,5.35,0.9045634306116956,0
1,0,0,1,64.66,1.12,0.304,0.353,0.581,7.26,67.93,65.31,5.66,0.7447053108444976,0
0,0,0,0,59.64,1.59,0.109,0.22,0.331,5.17,65.74,71.87,4.77,0.41211891487773283,0
0,0,0,1,43.85,1.25,0.366,0.069,0.178,6.79,73.05,69.53,5.42,0.41279656006318655,0
0,0,1,0,71.65,1.31,0.539,0.494,0.651,3.49,69.28,74.48,6.68,0.978957608888148,0
1,0,1,0,52.65,1.26,0.23,0.388,0.284,3.2,70.17,70.88,6.01,0.5330103188494572,0
0,1,0,0,51.9,1.18,0.503,0.214,0.432,6.77,75.45,62.96,7.34,0.6967273498291854,0
1,0,0,1,62.01,2.14,0.88,0.738,0.793,5.13,69.43,59.38,4.34,1.3956693734549026,0
1,0,0,1,71.49,1.9,0.705,0.633,0.218,7.98,70.08,69.56,6.68,0.9722335110455718,0
0,1,0,0,49.84,2.08,0.829,0.494,0.193,3.49,67.0,65.36,4.21,0.9841371855590052,0
0,1,0,0,60.62,1.13,0.578,0.773,0.554,7.28,72.15,63.1,5.35,1.112892178065782,0
0,1,1,0,64.29,1.52,0.734,0.633,0.73,5.4,71.75,61.66,5.73,1.2134022416330044,1
0,1,0,0,66.93,1.11,0.355,0.335,0.185,7.14,74.5,68.8,4.49,0.5219913792391595,0
0,0,0,1,61.76,1.29,0.371,0.292,0.582,7.09,67.1,75.54,5.09,0.7494191083766145,1
1,0,0,0,56.33,1.22,-0.048,0.664,0.616,7.58,67.71,65.96,5.91,0.9070038588672046,0
1,0,1,0,51.72,1.87,0.737,0.579,0.088,4.49,73.96,70.95,4.29,0.941357530378336,0
1,0,0,0,60.86,1.38,0.808,0.534,0.66,7.75,71.26,67.49,6.67,1.172015358261145,0
0,1,0,1,49.28,1.82,0.389,0.331,0.675,3.76,65.47,61.55,3.62,0.8464673649940676,0
1,0,0,0,30.79,1.68,0.449,0.622,0.438,3.41,76.53,71.67,6.94,0.8833623265682096,0
0,0,0,0,64.37,2.19,0.349,0.349,0.75,5.16,61.51,62.53,6.0,0.8978318328061219,0
1,0,0,0,69.04,1.06,0.577,0.48,0.727,7.14,73.92,68.11,4.91,1.0449200926386666,0
1,0,1,0,36.37,1.88,0.725,0.789,0.521,5.37,63.67,66.29,4.6,1.1914642252287728,0
0,0,1,0,49.9,1.84,0.151,0.368,0.41,7.15,79.43,72.47,4.49,0.5712486323834832,0
0,0,1,0,66.19,1.21,0.582,0.185,0.305,6.65,62.28,62.71,4.86,0.6826228827105051,0
1,0,1,0,80.57,1.8,0.445,0.289,0.492,4.05,75.76,69.95,4.95,0.7236090104469401,0
0,1,0,1,60.21,1.6,0.523,0.699,0.614,7.74,69.59,63.8,6.26,1.0672984587265177,0
0,1,0,1,52.72,1.43,0.592,0.551,0.435,3.3,68.17,65.44,6.97,0.9183082271220269,0
1,0,1,0,58.17,1.25,0.462,0.474,0.06,7.49,70.93,49.82,5.2,0.6646201922903034,0
1,0,1,0,73.75,1.28,0.479,0.398,0.754,4.52,73.16,78.46,4.15,0.9779371145426479,0
1,0,1,0,53.54,2.11,0.457,0.597,0.538,5.5,65.48,70.75,4.45,0.9245009464570602,0
1,0,0,0,52.01,1.5,0.694,0.33,0.424,5.11,65.92,64.16,4.82,0.8776741992334057,0
0,1,0,1,55.17,1.73,0.584,0.561,0.671,3.86,73.25,62.38,3.97,1.0516739038314111,0
1,0,0,0,50.47,1.26,0.544,0.354,0.805,4.79,61.46,65.52,3.82,1.03405850898293,1
0,0,1,0,61.23,1.27,0.246,0.32,-0.06,3.96,67.08,71.58,7.1,0.4080637205143334,0
0,1,0,1,76.25,1.82,0.424,0.373,0.587,4.02,85.2,58.54,5.3,0.8145391334982008,0
0,1,1,0,63.23,1.1,0.68,0.425,0.215,3.94,65.16,67.29,4.17,0.8302108166002176,0
0,0,0,0,57.48,1.38,0.508,0.49,0.6,5.45,75.74,76.85,5.82,0.9263714157939028,0
1,0,0,1,57.08,1.51,0.632,0.547,0.526,6.99,67.07,62.33,3.82,0.987577338743655,0
1,0,0,0,44.37,1.53,0.853,-0.238,0.627,5.84,72.55,68.4,3.9,1.085072347818338,0
1,0,0,1,68.83,1.45,0.708,0.338,0.4,7.47,73.27,79.02,4.2,0.8806293204294302,0
1,0,1,0,59.22,1.62,0.519,0.422,0.125,6.18,75.64,71.16,6.65,0.6804924687312858,0
1,0,0,1,58.2,1.71,0.398,0.801,0.41,6.45,69.0,68.63,4.75,0.9839232693660619,0
0,0,0,0,91.93,1.72,-0.011,0.284,0.581,6.34,79.94,70.53,2.56,0.6467905379641851,0
1,0,0,0,62.99,1.2,0.466,0.533,0.703,5.25,67.05,66.0,6.21,0.9977244108470034,1
0,0,0,0,52.48,1.41,0.435,0.799,0.266,6.45,71.17,74.5,4.69,0.9478301535612803,0
0,0,0,0,55.74,1.86,0.578,0.237,0.705,3.35,71.23,66.0,3.15,0.9419543513355623,0
0,0,1,0,71.48,1.77,0.469,0.579,0.37,7.3,64.39,58.2,4.68,0.8319266794615977,0
1,0,0,0,61.13,1.09,0.436,0.34,0.572,6.89,68.57,66.04,5.52,0.7955375541104266,0
1,0,1,0,45.62,1.61,0.144,0.399,0.398,4.23,70.81,63.17,5.4,0.5816708691347711,0
0,1,0,1,69.19,0.91,0.312,0.339,0.536,6.84,67.84,66.59,6.8,0.706796293142515,0
0,1,0,0,53.32,1.51,0.595,0.354,0.678,3.06,82.2,66.7,4.15,0.9690330231731011,0
0,0,0,1,78.73,2.07,0.843,1.044,0.255,4.09,65.81,73.99,5.05,1.3658733469835334,0
0,1,0,1,70.8,1.22,0.48,0.669,0.364,3.33,75.9,71.48,4.3,0.9002538530881165,1
0,0,1,0,55.53,1.25,0.566,0.72,0.537,6.9,74.28,69.32,3.46,1.0616614337913948,0
0,1,0,0,72.81,1.73,0.69,0.598,0.98,6.78,69.93,67.99,5.89,1.3394416747286908,0
1,0,1,0,60.68,1.04,0.338,0.179,0.327,7.07,65.67,62.71,5.46,0.5032037360751607,0
1,0,0,0,68.53,1.31,0.573,0.579,0.908,3.02,66.16,57.09,5.28,1.2198499907775546,0
0,0,0,1,64.85,1.68,0.352,0.715,0.901,5.51,67.41,68.57,5.43,1.2028840343108724,0
0,0,1,0,51.54,1.31,0.673,0.329,0.481,6.52,61.07,71.97,4.31,0.890242101902623,0
1,0,0,0,53.56,1.43,0.53,0.693,0.44,3.78,64.98,67.46,3.99,0.9771125830732096,0
1,0,0,1,70.3,1.72,0.56,0.641,0.362,6.25,62.59,65.33,5.04,0.9249459443664804,0
1,0,1,0,56.65,1.63,0.343,0.87,0.486,3.42,76.73,70.32,6.16,1.053918877333545,0
0,1,1,0,55.96,1.58,0.641,0.416,0.219,3.91,73.09,67.58,6.61,0.7949201217732509,0
0,1,1,0,50.45,1.4,0.917,0.28,0.485,5.38,73.93,76.43,5.8,1.07448313155675,0
0,1,1,0,64.24,1.61,0.298,0.428,0.799,6.27,72.94,74.16,5.03,0.954143071032851,0
0,1,0,1,80.63,1.46,0.432,0.787,0.378,3.73,70.83,72.8,5.27,0.9741031772866774,0
0,0,0,1,49.32,1.64,0.546,0.134,0.452,3.93,77.3,71.79,5.01,0.7213709170738727,0
0,0,0,1,60.24,1.35,0.657,0.086,0.16,4.02,66.95,61.55,3.97,0.6816487365205044,1
0,1,0,1,74.12,1.45,0.388,0.518,0.575,4.19,70.53,71.31,5.02,0.8657326377121287,0
0,0,0,0,59.2,1.2,-0.067,0.411,0.553,4.13,73.74,69.88,3.67,0.6922564553689623,0
0,1,0,1,64.52,1.49,0.772,0.502,0.513,4.98,63.39,71.03,4.88,1.0541143201759475,0
0,1,1,0,49.38,1.26,0.652,0.689,0.457,6.27,85.48,70.46,6.64,1.0529358954846206,0
1,0,1,0,64.28,1.17,0.151,0.389,0.441,5.19,70.14,70.26,5.82,0.6071268401248622,0
0,1,1,0,58.13,1.58,0.378,0.125,0.6,6.88,70.71,81.5,4.08,0.7200756904659399,0
0,0,1,0,69.86,1.56,0.814,0.909,0.494,6.6,76.28,67.62,4.93,1.3164015344871032,0
0,1,0,0,71.87,1.73,0.79,0.301,0.563,3.63,74.57,72.68,4.17,1.0157115732332678,0
1,0,1,0,85.9,1.37,0.688,0.288,0.543,3.24,70.19,65.65,4.94,0.9225708644868426,0
0,0,1,0,65.8,1.62,0.465,0.721,0.725,7.39,70.65,71.95,6.04,1.1232501947473679,0
