Timestamp,Temperature (°C),Pressure (bar),Vibration_X,Vibration_Y,Vibration_Z,Humidity (%),RPM,Sound (dB),Current (A),Equipment Type,Location,Overheating,Misalignment,Bearing Failure,Imbalance,Electrical Issue
2023-01-21 19:00:00,46.17,1.6,0.261,0.428,0.713,3.94,63.37,64.39,6.41,Axial,Plant C,0,0,0,0,0
2023-01-21 20:00:00,69.26,1.67,0.308,0.745,1.001,5.81,66.98,63.65,6.69,Exhaust,Plant A,0,0,0,0,0
2023-01-21 21:00:00,79.09,1.79,0.229,0.258,0.41,6.46,71.1,64.28,2.98,Centrifugal,Plant C,0,0,1,0,0
2023-01-21 22:00:00,46.01,1.4,0.183,0.588,0.879,5.66,73.37,67.74,6.09,Axial,Plant B,0,0,1,0,0
2023-01-21 23:00:00,65.63,1.32,0.583,0.226,0.447,5.17,70.81,70.9,5.25,Centrifugal,Plant B,0,0,0,0,0
2023-01-22 00:00:00,53.49,1.17,0.457,0.713,0.226,4.94,71.73,71.35,5.92,Centrifugal,Plant C,0,0,0,0,0
2023-01-22 01:00:00,55.13,1.25,0.576,0.448,0.439,7.21,68.31,63.28,4.45,Exhaust,Plant B,0,0,0,0,0
2023-01-22 02:00:00,54.08,2.38,0.638,0.754,0.71,4.1,72.48,63.05,3.23,Centrifugal,Plant A,0,0,1,0,0
2023-01-22 03:00:00,51.36,1.87,0.553,0.598,0.332,6.67,77.41,63.42,5.58,Exhaust,Plant A,0,0,0,0,0
2023-01-22 04:00:00,60.49,1.09,0.632,0.255,0.38,6.79,73.52,67.44,4.06,Exhaust,Plant C,0,0,0,0,0
2023-01-22 05:00:00,51.69,1.1,0.486,0.785,0.619,5.1,74.05,66.95,3.61,Exhaust,Plant A,0,0,0,0,0
2023-01-22 06:00:00,62.7,1.64,0.263,0.81,0.501,4.49,71.47,63.25,3.68,Centrifugal,Plant B,0,0,0,0,0
2023-01-22 07:00:00,59.5,1.66,0.712,0.676,0.617,5.35,62.48,69.35,5.6,Axial,Plant B,0,0,0,0,0
2023-01-22 08:00:00,57.61,1.66,0.382,0.348,0.548,3.47,64.78,79.31,5.14,Exhaust,Plant B,1,0,1,0,0
2023-01-22 09:00:00,50.92,1.42,0.313,0.439,0.596,3.23,72.27,65.48,5.78,Axial,Plant A,0,0,0,0,0
2023-01-22 10:00:00,54.23,1.46,0.464,0.529,0.414,3.56,69.95,65.83,5.67,Centrifugal,Plant B,0,1,0,0,0
2023-01-22 11:00:00,67.55,1.6,0.317,0.359,0.546,3.94,72.2,70.8,4.58,Axial,Plant A,0,0,0,0,0
2023-01-22 12:00:00,65.01,1.53,0.417,0.838,0.315,5.52,78.38,65.21,4.93,Axial,Plant C,0,0,1,0,0
2023-01-22 13:00:00,50.22,0.83,0.569,0.529,0.758,7.25,73.63,71.34,4.49,Exhaust,Plant B,1,0,0,0,0
2023-01-22 14:00:00,60.99,1.43,0.57,-0.041,0.373,4.18,76.29,64.41,4.79,Exhaust,Plant C,0,0,0,0,1
2023-01-22 15:00:00,67.51,1.24,0.32,0.568,0.726,7.68,70.47,77.16,4.03,Exhaust,Plant A,0,0,0,0,0
2023-01-22 16:00:00,43.31,1.55,0.402,0.43,0.453,7.77,65.96,69.72,5.39,Centrifugal,Plant A,0,0,0,1,0
2023-01-22 17:00:00,65.43,2.4,0.715,0.485,0.54,7.79,69.71,64.9,6.08,Axial,Plant C,0,0,0,0,0
2023-01-22 18:00:00,53.37,1.61,0.599,0.426,0.401,7.19,65.98,65.06,4.18,Centrifugal,Plant B,0,0,0,0,0
2023-01-22 19:00:00,65.71,1.41,0.915,0.661,0.297,4.82,77.79,65.43,6.28,Centrifugal,Plant B,0,0,0,0,0
2023-01-22 20:00:00,52.37,1.78,0.736,0.724,0.151,3.36,73.95,74.86,5.11,Centrifugal,Plant B,0,0,0,0,0
2023-01-22 21:00:00,41.95,1.64,0.729,0.557,0.289,5.84,72.6,61.66,5.24,Centrifugal,Plant C,0,0,0,0,0
2023-01-22 22:00:00,43.72,1.63,0.222,0.432,0.435,5.79,76.18,64.66,3.3,Exhaust,Plant A,0,0,0,0,0
2023-01-22 23:00:00,60.48,1.68,0.653,0.492,0.542,7.25,59.9,65.19,3.19,Axial,Plant C,0,0,0,0,0
2023-01-23 00:00:00,62.6,2.12,0.489,0.504,0.702,7.98,72.94,67.92,5.14,Exhaust,Plant A,0,0,0,0,0
2023-01-23 01:00:00,50.96,1.16,0.39,0.34,0.411,5.54,63.45,66.64,5.79,Exhaust,Plant B,0,0,0,0,0
2023-01-23 02:00:00,66.39,1.64,0.534,0.616,0.324,4.73,69.96,60.54,4.33,Centrifugal,Plant B,0,0,0,0,0
2023-01-23 03:00:00,43.38,1.22,0.689,0.592,0.211,3.93,68.44,66.0,6.67,Exhaust,Plant A,0,0,0,0,0
2023-01-23 04:00:00,59.34,1.67,0.6,0.808,0.596,3.02,73.31,67.5,5.73,Axial,Plant B,0,0,0,0,0
2023-01-23 05:00:00,47.89,1.22,0.324,0.751,0.777,5.55,71.14,64.86,4.09,Centrifugal,Plant C,0,0,0,0,0
2023-01-23 06:00:00,53.48,1.37,0.648,0.363,0.753,5.78,76.73,71.43,5.03,Exhaust,Plant A,0,0,0,0,0
2023-01-23 07:00:00,60.47,1.41,0.372,0.664,0.642,7.12,66.99,72.6,7.48,Centrifugal,Plant B,0,1,0,0,0
2023-01-23 08:00:00,51.4,1.79,0.543,0.31,0.628,5.52,73.55,67.61,3.76,Axial,Plant B,0,1,0,0,0
2023-01-23 09:00:00,56.15,1.78,0.439,0.639,0.84,7.58,70.81,69.15,5.53,Centrifugal,Plant B,0,0,0,0,0
2023-01-23 10:00:00,70.06,1.13,0.456,0.397,0.566,6.14,61.82,57.19,4.68,Exhaust,Plant B,0,0,0,0,0
2023-01-23 11:00:00,54.23,1.52,0.653,0.295,0.629,7.2,65.41,65.89,5.71,Exhaust,Plant A,0,0,0,0,0
2023-01-23 12:00:00,68.36,1.29,0.292,0.556,0.436,3.74,69.25,73.02,6.27,Axial,Plant A,0,0,0,0,0
2023-01-23 13:00:00,48.7,1.12,0.889,-0.035,0.228,7.28,75.56,65.88,4.61,Axial,Plant B,0,0,0,0,0
2023-01-23 14:00:00,65.3,1.43,0.136,0.15,0.363,6.38,72.32,64.31,6.12,Centrifugal,Plant C,0,0,0,0,0
2023-01-23 15:00:00,74.42,1.41,0.38,0.465,0.498,3.85,64.16,79.39,7.22,Exhaust,Plant C,0,0,0,1,1
2023-01-23 16:00:00,35.28,2.23,0.574,0.516,0.512,3.95,69.3,77.1,5.07,Axial,Plant C,0,0,0,0,0
2023-01-23 17:00:00,52.03,1.63,0.617,0.426,0.885,7.63,80.09,70.34,5.78,Axial,Plant C,1,0,0,0,0
2023-01-23 18:00:00,65.77,1.09,0.48,0.184,0.516,3.16,70.56,73.69,4.41,Exhaust,Plant A,0,0,0,0,0
2023-01-23 19:00:00,57.97,1.33,0.489,0.336,0.736,5.31,68.36,56.87,5.02,Axial,Plant A,0,0,0,0,0
2023-01-23 20:00:00,63.71,1.81,0.582,0.578,0.413,4.57,72.46,64.06,4.82,Axial,Plant C,0,0,0,0,0
2023-01-23 21:00:00,53.96,2.13,0.454,0.616,0.438,6.33,73.82,65.65,5.8,Exhaust,Plant A,0,0,0,0,0
2023-01-23 22:00:00,60.87,1.02,0.779,0.497,0.234,7.2,67.72,66.82,6.2,Axial,Plant C,0,0,0,0,0
2023-01-23 23:00:00,58.44,0.94,0.668,0.731,0.352,4.8,72.51,65.55,4.89,Exhaust,Plant B,0,0,0,0,0
2023-01-24 00:00:00,71.68,2.06,0.675,0.579,0.605,5.13,68.36,55.25,6.53,Exhaust,Plant B,0,0,0,0,0
2023-01-24 01:00:00,62.54,1.62,0.307,0.351,0.502,7.91,73.6,69.93,6.53,Centrifugal,Plant C,0,0,0,1,0
2023-01-24 02:00:00,63.38,1.24,0.484,0.444,0.689,6.92,70.85,70.72,5.85,Exhaust,Plant A,0,0,0,1,0
2023-01-24 03:00:00,55.88,1.66,0.44,0.219,0.536,7.49,72.41,76.01,4.48,Axial,Plant C,0,0,0,0,0
2023-01-24 04:00:00,55.12,0.71,0.299,0.478,0.43,5.19,66.2,64.06,4.39,Centrifugal,Plant A,0,0,0,0,1
2023-01-24 05:00:00,55.67,1.5,0.572,0.722,0.93,4.17,65.89,63.65,4.19,Centrifugal,Plant B,0,0,1,0,0
2023-01-24 06:00:00,63.94,1.6,0.392,0.637,0.481,5.06,74.73,54.6,5.95,Axial,Plant A,0,0,0,0,0
2023-01-24 07:00:00,55.79,1.78,0.631,0.78,0.733,6.58,69.6,66.53,3.79,Centrifugal,Plant C,0,0,0,0,0
2023-01-24 08:00:00,62.9,1.2,0.286,0.439,0.42,3.55,71.43,72.51,5.68,Axial,Plant B,0,0,0,0,0
2023-01-24 09:00:00,80.75,1.53,0.844,0.769,0.642,4.35,68.47,64.94,3.92,Centrifugal,Plant B,0,0,0,0,0
2023-01-24 10:00:00,68.71,1.22,0.321,0.461,0.686,3.23,74.49,78.72,5.82,Axial,Plant A,0,0,0,0,0
2023-01-24 11:00:00,56.74,1.58,0.544,0.794,0.542,5.16,66.96,66.72,5.02,Exhaust,Plant B,0,0,0,0,0
2023-01-24 12:00:00,72.01,1.23,0.658,0.496,0.029,7.14,69.32,68.73,6.33,Exhaust,Plant B,0,0,1,0,1
2023-01-24 13:00:00,55.92,1.38,0.386,0.641,0.504,3.12,73.93,61.18,6.14,Centrifugal,Plant A,0,0,0,0,0
2023-01-24 14:00:00,39.62,1.2,0.67,0.795,0.746,6.38,75.86,69.44,6.44,Centrifugal,Plant B,0,0,0,1,0
2023-01-24 15:00:00,49.92,1.7,0.254,0.461,0.605,7.66,67.38,58.1,6.46,Exhaust,Plant C,0,0,0,0,0
2023-01-24 16:00:00,41.29,1.76,0.79,0.544,0.589,4.18,79.8,71.47,5.14,Axial,Plant A,0,0,0,0,0
2023-01-24 17:00:00,56.48,1.43,0.503,0.758,0.156,6.47,71.57,71.62,3.84,Centrifugal,Plant A,0,0,0,0,0
2023-01-24 18:00:00,60.18,1.51,0.381,0.473,0.356,7.88,64.79,74.8,3.95,Exhaust,Plant A,0,0,0,0,0
2023-01-24 19:00:00,76.76,1.07,0.44,0.236,0.582,7.81,71.85,62.9,2.91,Centrifugal,Plant A,0,0,0,0,0
2023-01-24 20:00:00,63.27,1.41,0.662,0.929,0.582,4.17,68.09,68.8,3.92,Exhaust,Plant C,0,0,0,0,0
2023-01-24 21:00:00,57.81,1.48,0.383,0.406,0.743,3.5,72.17,70.82,5.07,Exhaust,Plant A,0,0,0,0,0
2023-01-24 22:00:00,68.29,2.29,0.35,0.532,0.471,3.74,69.79,70.21,4.44,Exhaust,Plant C,0,0,0,0,0
2023-01-24 23:00:00,37.89,1.17,0.456,0.731,0.581,6.51,70.37,63.67,4.82,Axial,Plant A,0,0,0,0,0
2023-01-25 00:00:00,62.36,1.94,0.265,0.378,0.503,6.63,65.44,56.04,5.49,Centrifugal,Plant A,0,0,0,0,0
2023-01-25 01:00:00,67.71,1.8,0.864,0.298,0.303,6.37,74.95,69.73,4.7,Axial,Plant B,0,0,0,0,0
2023-01-25 02:00:00,45.21,1.58,0.387,0.551,0.049,4.68,64.22,67.24,3.88,Axial,Plant B,0,0,0,0,0
2023-01-25 03:00:00,71.44,2.03,0.666,0.141,0.586,3.85,64.46,65.17,4.95,Exhaust,Plant C,0,0,0,0,0
2023-01-25 04:00:00,63.38,1.61,0.542,0.442,0.535,5.9,71.84,71.82,4.1,Axial,Plant B,0,0,0,0,0
2023-01-25 05:00:00,55.85,1.62,0.303,0.549,0.376,5.42,78.01,67.78,4.73,Centrifugal,Plant A,0,0,0,0,0
2023-01-25 06:00:00,66.33,1.48,0.499,0.446,0.176,6.64,68.24,61.4,6.34,Centrifugal,Plant C,0,0,0,0,0
2023-01-25 07:00:00,82.71,1.87,0.657,0.191,0.626,5.21,73.5,58.34,4.73,Exhaust,Plant B,0,0,0,0,0
2023-01-25 08:00:00,61.82,1.83,0.462,0.819,0.447,4.69,75.37,62.36,6.77,Exhaust,Plant A,0,0,0,0,0
2023-01-25 09:00:00,62.48,1.31,0.739,0.521,0.611,4.47,74.07,79.97,6.43,Centrifugal,Plant B,0,0,0,0,0
2023-01-25 10:00:00,55.41,1.1,0.704,0.786,0.873,4.06,68.44,71.61,4.42,Centrifugal,Plant B,0,0,0,0,0
2023-01-25 11:00:00,51.5,1.44,0.684,0.448,0.072,4.33,64.54,68.94,3.89,Exhaust,Plant B,0,1,0,0,0
2023-01-25 12:00:00,68.3,1.26,0.408,0.324,0.36,3.47,58.96,67.09,4.95,Axial,Plant B,0,0,0,0,0
2023-01-25 13:00:00,51.44,1.48,0.284,0.554,0.458,4.73,68.69,66.76,6.15,Centrifugal,Plant A,0,0,0,0,1
2023-01-25 14:00:00,60.72,1.87,0.377,0.457,0.791,3.18,75.89,73.84,4.51,Exhaust,Plant B,0,0,0,0,0
2023-01-25 15:00:00,55.22,1.36,0.539,0.264,0.173,3.93,64.38,65.55,5.91,Exhaust,Plant C,0,1,0,0,0
2023-01-25 16:00:00,64.79,1.49,0.609,0.794,0.887,6.73,73.5,70.88,6.21,Centrifugal,Plant C,0,0,0,0,0
2023-01-25 17:00:00,63.34,1.52,0.066,0.376,0.527,4.63,65.25,66.26,4.23,Exhaust,Plant B,0,0,1,0,0
2023-01-25 18:00:00,70.38,1.75,0.498,0.132,0.481,6.34,70.53,77.7,4.32,Centrifugal,Plant C,0,0,0,1,0
2023-01-25 19:00:00,54.9,0.83,0.532,0.766,0.46,6.58,73.54,71.71,5.71,Exhaust,Plant B,0,0,0,0,0
2023-01-25 20:00:00,57.3,1.32,0.444,0.399,0.413,5.91,66.7,74.23,5.15,Exhaust,Plant A,0,0,0,0,0
2023-01-25 21:00:00,50.21,1.56,0.758,0.378,0.71,7.79,70.85,65.08,4.31,Axial,Plant A,0,0,0,0,0
2023-01-25 22:00:00,55.56,1.86,0.584,0.147,0.286,3.11,67.92,73.29,4.65,Exhaust,Plant C,0,0,0,0,0
2023-01-25 23:00:00,63.77,1.35,0.762,0.848,0.569,6.69,73.53,66.44,4.93,Centrifugal,Plant C,0,0,0,0,0
2023-01-26 00:00:00,67.57,0.94,0.457,0.242,0.423,7.79,71.18,68.55,3.44,Centrifugal,Plant B,0,0,0,0,0
2023-01-26 01:00:00,50.78,1.69,0.687,0.512,0.348,7.31,70.28,76.18,5.77,Axial,Plant B,0,0,0,0,0
2023-01-26 02:00:00,68.7,1.31,0.827,0.683,1.017,3.84,77.79,62.79,4.52,Centrifugal,Plant B,0,0,0,0,0
2023-01-26 03:00:00,73.56,1.14,0.762,0.584,0.584,4.63,73.31,69.02,2.22,Exhaust,Plant A,0,0,0,0,0
2023-01-26 04:00:00,64.13,1.31,0.282,0.488,0.623,3.86,66.55,70.19,4.98,Axial,Plant B,0,0,0,0,0
2023-01-26 05:00:00,78.77,1.44,0.449,0.16,0.728,6.01,69.57,70.6,4.26,Centrifugal,Plant A,0,0,0,0,0
2023-01-26 06:00:00,52.26,1.32,0.431,0.338,0.216,6.56,69.62,65.75,6.69,Exhaust,Plant C,0,0,0,0,0
2023-01-26 07:00:00,47.55,0.84,0.598,0.538,0.85,4.59,70.4,78.43,4.41,Axial,Plant A,0,0,0,0,0
2023-01-26 08:00:00,42.21,1.77,0.637,0.343,-0.002,5.7,82.62,61.53,3.9,Exhaust,Plant C,0,0,0,0,0
2023-01-26 09:00:00,74.96,1.88,0.332,0.541,0.346,6.45,71.85,75.29,5.51,Centrifugal,Plant A,0,0,0,0,0
2023-01-26 10:00:00,66.54,1.7,0.514,0.636,0.408,5.11,59.82,74.08,4.34,Centrifugal,Plant A,0,0,0,0,0
2023-01-26 11:00:00,59.44,1.16,0.096,0.693,0.616,7.27,67.29,77.5,4.22,Centrifugal,Plant B,0,1,0,0,0
2023-01-26 12:00:00,62.8,1.44,0.788,0.255,0.544,6.86,60.34,60.06,5.51,Centrifugal,Plant C,0,0,0,0,0
2023-01-26 13:00:00,48.75,1.5,0.398,0.939,0.467,3.32,68.35,63.66,3.96,Axial,Plant A,0,0,0,0,0
2023-01-26 14:00:00,84.46,1.68,0.511,0.653,0.498,6.11,60.06,75.46,3.54,Centrifugal,Plant A,0,0,0,0,0
2023-01-26 15:00:00,61.29,1.7,0.438,0.5,0.304,4.18,65.64,58.61,6.73,Axial,Plant C,0,0,0,0,0
2023-01-26 16:00:00,61.09,1.28,0.729,0.718,0.201,5.79,62.4,59.97,5.58,Axial,Plant A,0,0,0,0,0
2023-01-26 17:00:00,67.26,1.52,-0.068,0.973,0.645,7.78,71.92,65.56,4.74,Exhaust,Plant C,1,0,0,0,0
2023-01-26 18:00:00,64.81,1.64,0.497,0.212,0.639,7.4,70.0,68.96,5.0,Centrifugal,Plant C,0,0,0,1,0
2023-01-26 19:00:00,62.24,1.94,0.479,0.455,0.817,5.02,71.51,75.96,5.51,Exhaust,Plant C,0,0,0,0,0
2023-01-26 20:00:00,52.1,1.71,0.409,0.024,0.342,4.46,69.48,67.07,5.97,Exhaust,Plant A,0,0,0,0,0
2023-01-26 21:00:00,64.71,1.74,0.845,0.539,0.639,4.17,63.03,64.96,4.24,Exhaust,Plant A,0,0,0,0,0
2023-01-26 22:00:00,78.82,1.53,0.323,0.573,0.443,5.66,72.57,69.56,5.37,Exhaust,Plant B,0,0,0,0,0
2023-01-26 23:00:00,73.45,1.92,0.654,0.492,0.738,3.57,79.61,70.35,4.49,Exhaust,Plant C,0,0,0,0,0
2023-01-27 00:00:00,75.93,1.62,0.571,0.369,0.704,5.75,72.05,70.21,4.81,Centrifugal,Plant A,0,0,0,0,0
2023-01-27 01:00:00,54.89,1.24,0.752,0.09,0.542,3.01,67.87,67.11,5.16,Exhaust,Plant A,0,0,1,0,0
2023-01-27 02:00:00,50.1,1.92,0.367,0.575,0.432,4.62,62.86,58.22,4.99,Axial,Plant C,1,0,0,0,0
2023-01-27 03:00:00,58.74,1.71,0.353,0.791,0.692,4.1,65.46,63.41,5.74,Axial,Plant C,1,0,0,0,0
2023-01-27 04:00:00,60.56,1.37,0.719,0.382,0.629,7.86,72.27,75.1,5.49,Centrifugal,Plant C,0,0,0,0,0
2023-01-27 05:00:00,70.94,1.36,0.585,0.588,0.363,6.64,75.37,68.94,3.49,Axial,Plant B,0,0,0,0,0
2023-01-27 06:00:00,43.08,1.59,0.191,0.186,0.234,4.75,71.3,66.39,3.64,Exhaust,Plant B,0,0,0,0,0
2023-01-27 07:00:00,75.3,1.64,0.392,0.591,0.442,3.46,74.0,73.59,4.63,Axial,Plant B,0,0,0,0,0
2023-01-27 08:00:00,58.42,1.56,0.577,0.421,0.803,5.58,73.54,62.35,6.83,Exhaust,Plant C,0,0,0,0,0
2023-01-27 09:00:00,55.73,1.59,0.668,0.348,0.729,4.07,72.53,66.87,4.15,Centrifugal,Plant A,0,0,0,0,0
2023-01-27 10:00:00,49.88,2.01,0.364,0.348,0.278,5.68,66.71,68.69,4.79,Axial,Plant C,0,0,0,0,1
2023-01-27 11:00:00,43.45,1.82,-0.083,0.421,0.266,7.18,70.87,65.79,4.46,Axial,Plant A,0,0,0,0,0
2023-01-27 12:00:00,68.23,1.56,0.605,0.576,0.755,6.08,65.76,68.5,4.45,Axial,Plant B,0,0,0,0,0
2023-01-27 13:00:00,60.73,1.78,0.256,0.238,0.273,6.17,70.09,67.06,5.18,Centrifugal,Plant B,0,0,0,0,0
2023-01-27 14:00:00,47.1,1.19,0.097,0.421,0.602,5.71,71.65,61.0,6.4,Centrifugal,Plant B,0,0,1,0,0
2023-01-27 15:00:00,47.05,1.62,-0.066,0.492,0.377,7.64,78.39,68.91,5.46,Axial,Plant A,0,1,0,0,0
2023-01-27 16:00:00,56.64,2.04,0.663,0.28,0.823,7.66,63.45,61.36,4.2,Centrifugal,Plant A,0,1,0,0,0
2023-01-27 17:00:00,76.69,1.43,0.526,0.859,0.346,5.56,72.41,68.83,7.75,Exhaust,Plant C,0,0,0,0,0
2023-01-27 18:00:00,57.4,1.25,0.455,0.329,0.729,4.53,77.41,74.87,5.08,Centrifugal,Plant C,0,0,0,0,0
2023-01-27 19:00:00,44.97,1.3,0.778,0.366,0.537,5.3,73.79,66.59,4.42,Axial,Plant C,0,0,0,0,0
2023-01-27 20:00:00,57.54,1.17,0.627,0.304,0.55,3.93,74.16,62.14,6.41,Exhaust,Plant B,0,0,0,0,0
2023-01-27 21:00:00,57.27,1.26,0.823,0.86,0.106,6.18,72.94,67.37,4.53,Axial,Plant C,0,0,1,0,0
2023-01-27 22:00:00,33.03,1.39,0.221,0.611,0.059,5.5,76.49,63.84,6.66,Axial,Plant B,0,0,0,0,0
2023-01-27 23:00:00,59.46,1.08,0.493,0.313,0.456,3.52,64.56,70.97,4.13,Axial,Plant A,0,0,0,0,0
2023-01-28 00:00:00,57.69,1.5,0.177,0.721,0.549,3.99,63.07,67.26,6.43,Centrifugal,Plant B,0,0,0,0,0
2023-01-28 01:00:00,66.96,1.77,0.454,0.54,0.275,5.4,69.97,76.55,5.2,Axial,Plant B,0,0,1,0,0
2023-01-28 02:00:00,78.49,1.23,0.45,0.551,0.282,7.44,59.19,73.81,6.29,Exhaust,Plant B,0,0,0,0,0
2023-01-28 03:00:00,71.27,1.96,0.625,0.431,0.612,5.83,76.15,67.23,6.9,Exhaust,Plant A,0,1,0,0,0
2023-01-28 04:00:00,57.31,1.65,0.509,0.35,0.613,6.41,76.1,71.58,3.87,Exhaust,Plant A,0,0,0,0,1
2023-01-28 05:00:00,48.93,1.81,0.625,0.568,0.472,4.7,67.83,66.03,6.28,Axial,Plant C,0,0,0,0,0
2023-01-28 06:00:00,85.73,1.3,0.641,0.391,0.656,5.86,68.15,68.17,3.59,Exhaust,Plant C,0,0,1,0,0
2023-01-28 07:00:00,60.59,1.76,0.931,0.863,0.265,5.24,69.64,66.19,3.95,Exhaust,Plant C,0,0,0,0,0
2023-01-28 08:00:00,60.14,1.17,0.437,0.246,0.429,6.3,70.26,71.83,4.2,Exhaust,Plant A,0,0,0,0,0
2023-01-28 09:00:00,59.76,1.77,0.312,0.807,0.83,3.25,70.64,75.16,5.5,Exhaust,Plant A,0,0,0,0,0
2023-01-28 10:00:00,61.98,1.55,0.549,0.478,0.514,5.47,72.79,71.99,5.03,Centrifugal,Plant A,0,0,0,0,0
2023-01-28 11:00:00,58.56,1.67,0.34,0.56,0.525,4.48,69.14,72.61,4.83,Axial,Plant A,0,0,0,0,0
2023-01-28 12:00:00,54.26,1.15,0.796,0.667,0.961,4.63,74.72,72.62,5.15,Axial,Plant A,0,0,0,0,0
2023-01-28 13:00:00,54.53,1.23,0.443,0.374,0.22,7.8,72.23,70.76,5.59,Exhaust,Plant B,0,0,0,0,0
2023-01-28 14:00:00,59.67,1.68,0.387,0.673,0.659,3.91,66.97,62.3,5.67,Axial,Plant C,0,1,0,0,0
2023-01-28 15:00:00,54.57,1.22,0.406,-0.042,0.833,4.56,76.68,76.5,6.09,Exhaust,Plant B,0,0,0,0,0
2023-01-28 16:00:00,52.87,1.64,0.644,0.356,0.435,5.55,63.21,77.02,6.82,Exhaust,Plant C,0,0,0,0,0
2023-01-28 17:00:00,61.06,1.09,0.468,0.315,0.672,7.32,69.54,66.83,4.98,Exhaust,Plant B,0,0,0,0,0
2023-01-28 18:00:00,57.45,1.75,0.372,0.249,0.304,5.08,74.83,66.15,4.48,Axial,Plant A,0,0,0,0,0
2023-01-28 19:00:00,75.04,1.13,0.833,0.457,0.363,6.72,66.38,71.06,5.61,Centrifugal,Plant C,0,0,0,0,0
2023-01-28 20:00:00,33.49,1.67,0.329,0.577,0.577,7.28,71.55,70.75,3.86,Axial,Plant B,0,0,0,0,0
2023-01-28 21:00:00,70.92,1.69,0.507,0.641,0.66,4.55,72.72,66.99,4.32,Axial,Plant C,1,0,0,0,0
2023-01-28 22:00:00,72.46,1.29,0.63,0.548,0.724,4.96,65.7,61.75,6.0,Centrifugal,Plant A,0,0,0,0,0
2023-01-28 23:00:00,39.27,1.67,0.174,0.367,0.814,4.78,69.64,69.53,4.88,Axial,Plant A,0,0,0,0,0
2023-01-29 00:00:00,56.57,1.58,0.596,0.574,0.487,7.16,69.22,70.76,3.79,Centrifugal,Plant C,0,0,0,0,0
2023-01-29 01:00:00,56.29,1.34,0.289,0.525,0.739,3.22,67.24,71.63,3.51,Exhaust,Plant C,0,0,0,0,0
2023-01-29 02:00:00,45.92,1.2,0.665,0.687,0.432,4.54,81.51,69.75,5.05,Centrifugal,Plant A,0,0,0,0,0
2023-01-29 03:00:00,52.22,0.91,0.307,0.655,0.68,6.4,66.18,66.64,6.14,Exhaust,Plant A,0,0,0,0,0
2023-01-29 04:00:00,48.89,1.6,0.639,0.506,0.541,5.83,75.02,72.97,6.13,Centrifugal,Plant A,0,0,0,0,0
2023-01-29 05:00:00,77.52,1.03,0.721,0.321,0.589,5.18,68.04,68.33,5.11,Exhaust,Plant B,0,0,0,0,0
2023-01-29 06:00:00,69.36,1.53,0.672,0.369,0.585,5.7,64.57,65.68,7.01,Axial,Plant C,0,1,0,0,1
2023-01-29 07:00:00,72.72,1.42,0.55,0.39,0.179,3.99,70.51,67.1,4.9,Centrifugal,Plant A,0,0,0,0,0
2023-01-29 08:00:00,67.22,1.7,0.454,0.437,0.275,5.15,73.25,59.27,4.86,Axial,Plant C,0,0,0,0,0
2023-01-29 09:00:00,48.71,1.41,0.385,0.554,0.521,5.51,74.6,67.09,2.43,Exhaust,Plant B,1,0,0,0,0
2023-01-29 10:00:00,54.75,1.4,0.794,0.643,0.163,7.51,77.81,71.44,4.55,Centrifugal,Plant B,0,0,0,0,0
2023-01-29 11:00:00,64.89,1.72,0.36,0.49,0.666,4.3,84.73,69.7,5.85,Centrifugal,Plant A,0,0,1,0,0
2023-01-29 12:00:00,47.78,1.6,0.293,0.503,0.674,7.34,71.25,75.6,6.56,Centrifugal,Plant C,0,0,0,0,0
2023-01-29 13:00:00,67.13,1.59,0.633,0.529,0.565,6.22,66.68,66.69,4.17,Axial,Plant B,0,0,0,0,0
2023-01-29 14:00:00,57.6,1.64,0.341,0.397,0.276,3.1,72.26,70.44,5.46,Exhaust,Plant C,0,1,1,0,0
2023-01-29 15:00:00,56.25,1.04,0.31,0.315,0.776,6.62,68.67,71.96,6.05,Axial,Plant C,0,0,0,0,0
2023-01-29 16:00:00,67.11,1.73,0.211,0.149,0.907,3.18,74.63,79.71,5.01,Centrifugal,Plant A,0,0,0,0,0
2023-01-29 17:00:00,64.44,1.68,0.403,0.361,0.529,7.99,63.51,68.72,2.72,Exhaust,Plant B,0,0,0,0,0
2023-01-29 18:00:00,56.39,1.19,0.483,0.595,0.602,7.36,81.84,62.78,5.25,Exhaust,Plant B,0,0,0,0,0
2023-01-29 19:00:00,71.59,1.43,0.549,0.359,0.54,4.49,74.28,72.24,5.76,Axial,Plant B,0,0,1,1,0
2023-01-29 20:00:00,49.19,1.49,0.69,0.452,0.606,4.29,61.58,77.33,4.05,Axial,Plant C,0,0,0,0,0
2023-01-29 21:00:00,66.16,1.46,0.605,0.593,0.476,4.91,66.45,66.39,4.75,Centrifugal,Plant B,0,0,0,0,0
2023-01-29 22:00:00,65.93,1.6,0.462,0.604,0.493,4.78,74.08,72.21,3.84,Centrifugal,Plant B,0,0,0,0,0
2023-01-29 23:00:00,56.9,1.93,0.46,0.284,0.681,4.86,75.88,74.14,2.43,Centrifugal,Plant C,0,0,0,0,0
2023-01-30 00:00:00,63.26,1.82,0.602,0.699,0.969,4.59,63.64,73.09,6.03,Centrifugal,Plant B,0,0,0,0,0
2023-01-30 01:00:00,47.49,1.11,0.755,0.725,0.22,6.11,73.57,68.63,5.0,Exhaust,Plant B,0,0,0,0,0
